from,to,t_abs,t_rel
2023-08-12 12:00:00,2023-08-12 12:10:00,1.3346385943393064,0.03909728469327583
2023-08-12 12:10:00,2023-08-12 12:20:00,0.7903993020408525,0.023553160102653382
2023-08-12 12:20:00,2023-08-12 12:30:00,1.5438528782421244,0.044913263574393215
2023-08-12 12:30:00,2023-08-12 12:30:00,,
2023-08-12 12:30:00,2023-08-12 12:40:00,0.969292796951593,0.029683865553318426
2023-08-12 12:40:00,2023-08-12 12:50:00,1.3197014423637754,0.03956042179301291
2023-08-12 12:50:00,2023-08-12 13:00:00,0.7896372189176495,0.023924594387791317
