from,to,t_abs,t_rel
2023-07-11 06:20:00,2023-07-11 06:30:00,0.46569404476027443,0.016123133589237938
2023-07-11 06:30:00,2023-07-11 06:40:00,0.8745183588468819,0.030547210785448527
2023-07-11 06:40:00,2023-07-11 06:50:00,0.7349707777637602,0.02607467508292822
2023-07-11 06:50:00,2023-07-11 07:00:00,0.33981561711917985,0.011282628076782389
