from,to,t_abs,t_rel
2023-08-12 08:00:00,2023-08-12 08:10:00,1.0495463770124691,0.030840936765281875
2023-08-12 08:10:00,2023-08-12 08:20:00,0.5504688092889549,0.015825026787321866
2023-08-12 08:20:00,2023-08-12 08:30:00,1.3172208697565577,0.03662580615184114
2023-08-12 08:30:00,2023-08-12 08:40:00,1.0287091481984607,0.028446674199436972
2023-08-12 08:40:00,2023-08-12 08:50:00,1.0958374117794827,0.030844924823935464
2023-08-12 08:50:00,2023-08-12 09:00:00,1.3281066573635318,0.03595813859459187
2023-08-12 09:00:00,2023-08-12 09:10:00,0.8749887965433514,0.023737596129356442
2023-08-12 09:10:00,2023-08-12 09:20:00,1.06280080709207,0.027949074073897996
2023-08-12 09:20:00,2023-08-12 09:30:00,1.3384411495591926,0.03599861619267147
2023-08-12 09:30:00,2023-08-12 09:40:00,0.8465398512310112,0.02329228495953307
