from,to,t_abs,t_rel,wind_z_abs,wind_z_rel,wind_h_abs,wind_h_rel
2023-08-12 08:00:00,2023-08-12 08:10:00,1.1585120650776821,0.04230085011875025,0.2391831928088222,181.65812112062383,0.3215930919515202,0.8115617122758485
2023-08-12 08:10:00,2023-08-12 08:20:00,1.0308182348328385,0.03667653760703008,0.3001746153861486,2.9715355425126075,0.5145465024666488,0.7852204428323856
2023-08-12 08:20:00,2023-08-12 08:30:00,1.2339695138218232,0.042991446400790966,0.2828852137646411,3.633721435640861,0.5238257131625802,1.0279567582602527
2023-08-12 08:30:00,2023-08-12 08:40:00,1.4013105650505253,0.04794463348562323,0.24808881922050058,6.011845376910352,0.39809745489357184,1.0133706627208043
2023-08-12 08:40:00,2023-08-12 08:50:00,1.0267781799557942,0.03486400879957333,0.28570585057984993,20.143773248873085,0.4374454203010121,0.8455253986190792
2023-08-12 08:50:00,2023-08-12 09:00:00,1.185463797393474,0.03977093291971816,0.30572567178581667,6.605524057309688,0.5360742447519768,0.871785125995162
2023-08-12 09:00:00,2023-08-12 09:10:00,0.9625096247354273,0.03189407048719328,0.3596389461629847,12.593134969232029,0.523146588268907,0.7640424435999917
2023-08-12 09:10:00,2023-08-12 09:20:00,1.173086880810861,0.037373906443469065,0.2636680341304615,4.791060583836369,0.4094867748965839,0.8134320782654106
2023-08-12 09:20:00,2023-08-12 09:30:00,1.054325366150475,0.03361570096202343,0.2859280790494157,3.4947412391454353,0.4616881318635794,0.8459226641972887
2023-08-12 09:30:00,2023-08-12 09:40:00,1.0063731945290804,0.032039489931012674,0.25993345823178154,3.266521624024901,0.4037035202434174,0.8578978787749583
