from,to,t_abs,t_rel
2023-08-11 15:50:00,2023-08-11 16:00:00,0.11925963209786386,0.0044670426162687
2023-08-11 16:00:00,2023-08-11 16:10:00,0.29416729178403833,0.010989896481648033
2023-08-11 16:10:00,2023-08-11 16:20:00,0.1290350070932519,0.004873509104880505
2023-08-11 16:20:00,2023-08-11 16:30:00,0.2623489828302593,0.009922622037232442
2023-08-11 16:30:00,2023-08-11 16:40:00,0.10784758338877296,0.004082061273158265
