frequencies,t_spec,wind_z_spec,wind_h_spec,t_spec_smooth,wind_z_spec_smooth,wind_h_spec_smooth
0.00017542320849048328,283.4518312976817,2.446071151817018,75.3489973128582,283.4518312976817,2.446071151817018,75.3489973128582
0.00035084641698096656,370.34397876775523,23.99941950675828,32.130250250948215,326.8979050327184,13.22274532928765,53.739623781903205
0.0005262696254714498,125.02394450933706,8.365897723483549,169.32914758952208,259.606584858258,11.60379612735295,92.26946505110949
0.0007016928339619331,389.0169310041187,0.7525898985662105,228.62352741898573,291.95917139472317,8.890994570156266,126.35798064307855
0.0008771160424524164,51.607273220030955,1.3411897580922227,20.9738127578819,243.88879175978474,7.381033607743457,105.28114706603921
0.0010525392509428996,1324.1208436620286,64.19662656817897,584.7652961423411,423.9274670768254,16.850299101149375,185.19517191208953
0.001227962459433383,1319.6440245786414,204.1397757267357,141.65174468511537,551.8869752913705,43.60593861909028,178.97468230823605
0.0014033856679238662,559.1135689434481,16.49791410487677,157.76740862896025,552.7902994978801,40.21743555481359,176.3237730983266
0.0015788088764143494,2715.464616036986,548.2990550638278,483.5788996452465,793.0874457800031,96.67094883359294,210.46323160353992
0.0017542320849048328,1692.634331983058,4.031700940000319,791.085735383104,883.0421344003086,87.40702404423368,268.52548198149634
0.001929655293395316,780.4173290554282,73.60890092986942,39.322163031814156,883.0421344003086,87.40702404423368,268.52548198149634
0.0021050785018857992,6980.9821765224315,298.746114906883,941.0413618393268,932.7386841760832,94.52330702203894,264.9227985533919
0.0022805017103762824,2479.0406765308244,67.29419974511123,534.049444416063,1593.802503951551,121.99797656205142,355.8139097122297
0.002455924918866766,441.1701010311029,11.077580552090312,570.1409251007212,1829.2041771536994,127.89080676421418,392.28593939488394
0.0026313481273572492,3361.6874620933368,414.2216569949732,753.9169731702705,1834.4194941563983,128.92330582956657,426.4376791630575
0.0028067713358477324,11.24446299748196,68.15830105586473,126.75506049858626,2165.4275130437286,170.2113525532547,499.73199520429637
0.0029821945443382156,2720.713242766392,448.32706173680157,497.6766039309104,2034.1398749772738,170.60752000202325,453.9309716399208
0.003157617752828699,1339.8025960544821,272.24978063283146,163.77832314744202,2174.246796796049,195.02624860302984,489.53345756450034
0.0033330409613191825,641.3467030713516,28.80186113557717,116.44035211432671,2252.3156995071527,220.6014352558253,490.1345490163486
0.0035084641698096657,1884.6850345408589,139.80848165059462,198.59257332765034,2044.903908210589,168.65171586300022,453.4206942632565
0.003683887378300149,1805.092519209864,469.92179768216084,8.469119213461004,2064.108978466369,182.22939393405966,394.1713780577112
0.003859310586790632,767.5588898348262,210.17865069884874,490.54527523501827,2166.576497481813,221.8606836092888,391.0860736758758
0.004034733795281116,1398.0324743984595,177.7853703303157,132.5515830840516,1545.234168813052,213.00393718848537,346.036465015445
0.0042101570037715984,400.524124570599,346.0210996834768,109.28406128899343,1437.1333485998157,224.05305424700583,305.88667888224387
0.004385580212262082,2390.431415646257,632.7768335211116,462.2618191019113,1433.0687509537652,257.5474061601445,259.80099250107105
0.004561003420752565,2156.25182025275,53.610010833959,984.7271024062891,1335.9431463090573,279.40292381275833,230.6354770942351
0.0047364266292430485,7563.608394411872,156.63566408156214,1092.1093639653898,1550.443882034584,277.9480947905678,316.4326812850054
0.004911849837733532,1077.0359403406842,76.70812832405619,302.9317700981834,2034.733397199132,248.77895502504384,375.8759572884534
0.005087273046224015,99.69684738932996,138.70416417803378,658.4399546302047,2008.456731627752,229.22478979416624,389.79130198352743
