frequencies,t_spec,rh_spec,p_spec,t_spec_smooth,rh_spec_smooth,p_spec_smooth
0.00018511662347278786,10302.928698713931,6464.611335752093,16.65004098402704,10302.928698713931,6464.611335752093,16.65004098402704
0.00037023324694557573,27127.73047941468,13752.621375058505,122.79898813535854,18715.329589064306,10108.616355405298,69.72451455969279
0.0005553498704183636,3740.05328414142,1284.8196290578783,10.68447388753936,13723.570820756677,7167.3507799561585,50.044501002308316
0.0007404664938911515,6512.690988550177,3076.697014519397,23.046643093008086,11920.85086270505,6144.6873385969675,43.29503652498326
0.0009255831173639393,1142.623656078598,1352.9502911682546,12.463728505524289,9765.20542137976,5186.339929111225,37.12877492109147
0.0011106997408367272,1401.1885911761842,1056.5265002736912,18.117602694930856,8371.20261634583,4498.037690971636,33.96024621673137
0.001295816364309515,4741.427883810766,3254.1702298458854,21.889169169151245,7852.663368840821,4320.342339382243,32.235806638505636
0.001480932987782303,422.2160775759065,464.2918493154982,11.566965919449895,6923.857457432708,3838.3360281239,29.652201548623665
0.0016660496112550908,795.572791278575,270.28493751170663,5.174216568043971,6242.936938971137,3441.8859069447676,26.932425439670364
0.0018511662347278786,2454.5707910491574,1457.7117297758384,6.263275376980191,5864.1003241789385,3243.4684892278747,24.865510433401347
0.0020362828582006663,3676.7821403725234,473.91557084931117,18.079858008315316,5864.1003241789385,3243.4684892278747,24.865510433401347
0.0022213994816734544,2267.9429325108454,610.2830887640368,0.6384632363876278,5201.485668344799,2644.3989127375967,25.008492135830174
0.0024065161051462424,1221.1576614825285,21.155354147364328,0.9356490182001402,2715.5069136544157,1330.1650841081498,12.792439645933083
0.00259163272861903,1049.4856654809691,1449.5505081723782,3.740209351606514,2463.6173513885265,1203.7986566170982,11.817557158999161
0.0027767493520918177,233.2928372890208,745.7616297881584,0.474704588709924,1917.2968190816052,1041.0840059823965,9.886913784859004
0.002961865975564606,627.6131410456203,1220.063513298568,1.7886477249405692,1826.3637372026474,980.3651398443868,8.688011393177568
0.003146982599037394,670.7588698719769,172.2886963527855,6.347345188832675,1749.0061921895915,996.7188411468745,7.05511589617854
0.0033320992225101815,739.7971579717337,123.94800481031082,1.0829971953380748,1341.9392907957124,688.5306877975645,5.500933498146683
0.003517215845982969,117.82421342934623,135.90469168822216,1.051427440108111,1373.6973988352952,654.4963033470458,4.452536625735501
0.0037023324694557573,846.5615763324482,364.71996178660066,0.9169250420211496,1305.9225410503723,641.0582787646973,4.040257712941915
0.0038874490929285454,649.8642221073352,402.0066299164936,1.949816727763075,1145.1216195787013,531.7591019657737,3.5056226794460104
0.004072565716401333,2148.0054508541584,227.4617253345473,1.6360426067351024,842.4298277521826,524.5682078724918,1.8926185513907856
0.004257682339874121,189.31983049243567,94.41433787829355,0.7436778738897218,830.4360795865138,486.28607152954294,1.9923764884255337
0.004442798963346909,962.4372424810408,270.8969409396937,1.0787457093542459,727.2522964875045,493.6119699026358,1.9731793739944918
0.004627915586819697,606.858182550269,49.07137971164215,1.2479418810521332,718.5474541875116,375.7466131793674,1.7070330097692648
0.004813032210292485,628.0095475115332,383.43544860073393,0.2792390444280463,755.9039887136364,306.0775881717158,1.7843567390034856
0.004998148833765272,122.18988097340885,88.25566295720739,1.6832530808058268,755.9436293602278,222.41478170193233,1.6334158709522335
0.00518326545723806,113.29320740444386,135.70228038966638,0.03373368581153966,701.0867304703709,214.0114783623745,1.1670066601495486
0.005368382080710848,255.97966457343605,198.190687449454,0.5938173327075423,638.4363354136419,215.18690592031007,1.0620803091968951
0.0055534987041836355,1615.0566360244072,775.3594275750644,2.5963561418116736,652.251880528051,221.41550549643324,1.0163192984568383
0.0057386153276564236,1531.6547668351077,123.94457255454546,1.0561417048255564,729.1013864972468,262.47945207527965,1.1842624084358908
0.005923731951129212,152.62821784176256,674.7641601740609,0.1987734492102349,817.2804409700241,234.67324633908484,1.0948949061421387
0.006108848574602,2077.6460909169114,366.1187559629578,0.8455740578679644,617.7427176687845,279.40348982303624,0.9511679903896519
0.006293965198074788,189.29167388980318,154.5750393302753,1.6144169618646687,806.575343711232,306.57393163150266,0.9613576087874762
0.006479081821547575,187.1852710067079,110.15920944212797,0.4467046205382302,729.2607868521083,294.9417414705607,1.0149247340385186
0.006664198445020363,143.0335238062053,75.2039053892529,2.817834590112569,687.2934956977522,301.05052444360933,0.9348010079871283
0.006849315068493151,206.33840458098652,198.24817556076889,0.6884072140502105,638.7958933272195,270.22737012246125,1.1886605625555806
0.007034431691965938,752.4278937516098,256.9018550291912,1.874568540728471,647.2107456879771,281.22662138281737,1.089175975880019
0.0072195483154387265,362.95880836433224,164.90639913125023,1.0758086046803375,711.1242143226938,293.34657884676983,1.2732594613717119
0.0074046649389115145,332.5801162083152,54.44788847233059,0.1980582200965518,721.8221287017834,290.01815001494947,1.3214585885689916
0.007589781562384303,116.42013576148776,97.5891601801717,1.3116342677675388,593.5744767201742,217.9269961046761,1.0816287963974796
0.007774898185857091,1501.3302968682958,170.0896085933056,2.1084049078477847,452.05101361281214,215.29145486723874,1.1071780526916777
0.007960014809329879,7.823770818394407,131.24777439205243,0.4816654039081151,586.9212215154655,164.82399970916325,1.2981411985554325
0.008145131432802665,226.99479877822876,58.442835167798336,2.1107780217357264,379.9389895056138,141.33690155207267,1.2617503331594477
