frequencies,t_spec,t_spec_smooth,wind_z_spec,wind_z_spec_smooth,wind_h_spec,wind_h_spec_smooth
0.00018516803999629665,763.0353732945766,763.0353732945766,1.3286941177234026,1.3286941177234026,117.46144893286889,117.46144893286889
0.0003703360799925933,637.2286027040067,700.1319879992916,1.9550768175523507,1.6418854676378767,108.97677685578013,113.21911289432451
0.00055550411998889,848.9188375916477,749.727604530077,3.960735224803395,2.4148353866930496,193.31700410518803,139.91840996461235
0.0007406721599851866,603.0294120377562,713.0530564069968,4.855815453175508,3.0250804033136642,140.76285229152262,140.1295205463399
0.0009258401999814832,1581.9349462373395,886.8294343730653,22.746432411308323,6.9693508049125965,202.45136908449936,152.59389025397178
0.00111100823997778,1371.4348474221508,967.5970032145796,4.347630092033826,6.532397352766135,325.47551213242343,181.4074939003804
0.0012961762799740765,2396.850477198955,1171.776070926633,55.0159824416245,13.458623794031615,322.7578191633033,201.6003975093694
0.0014813443199703732,7122.106492733664,1915.567373652512,30.056469262236558,15.533354477557236,62.18275108566052,184.17319170640576
0.00166651235996667,324.6216661529504,1738.795628374783,0.05140689608580703,13.813138079615966,329.8560132315358,200.36017187586467
0.0018516803999629665,557.387776261696,1620.6548431634742,7.357430419740415,13.16756731362841,28.608102354424698,183.18496492372066
0.002036848439959263,46.20395093528267,1620.6548431634742,5.618086844864904,13.16756731362841,150.53382544964475,183.18496492372066
0.00222201647995556,1192.340558484244,1548.971700927545,37.20199917465242,13.59650658634256,315.1680205926724,186.49220257539827
0.0024071845199518565,4228.352507326088,1604.4828965055688,27.08919748407775,17.12119882205257,72.5599128899307,207.11132694908753
0.002592352559948153,3189.7991257811677,1942.4262634790125,18.345577831277996,19.43404504798,465.5624984077512,195.03561782756174
0.00277752059994445,410.3228621486998,2201.103234853354,27.36679699024015,20.78302128579025,643.2107612201571,227.5155824391846
0.0029626886399407464,6045.971976202334,2083.94202644449,4.685283979985226,21.245057743683436,693.747974024246,271.59152165275043
0.003147856679937043,6316.99794741192,2551.3957393225082,8.796510647977765,21.278823132478575,687.3798967031761,308.41876784193266
0.00333302471993334,402.185705456703,2943.410486343805,5.857892310878517,16.6568759531139,482.6500494009145,344.88097559591995
0.0035181927599296364,6681.713033884194,2271.4184076161087,30.275846113499362,14.237018257978097,690.9918879668045,386.9277054274454
0.003703360799925933,9921.421878401885,2907.1275443892328,143.02758396604665,17.259462179719453,309.33975306126064,423.0412929009723
0.00388852883992223,7576.8725505240845,3843.5309546032513,26.84786776516857,30.82647753435008,142.78332026998837,451.1144579716558
0.004073696879918526,8713.011027639279,4596.597814562132,29.936647319416725,32.94945562638044,3351.8245877009567,450.33940745369017
0.004258864919914823,2369.0877964568494,5348.664861477636,143.6706227631111,32.222920440856875,99.82355834841579,754.0050641645187
0.00444403295991112,3014.7652520701527,5162.738390390712,23.057608865157356,43.88106296876021,505.8002538940301,756.731428710367
0.004629200999907416,325.0062816206545,5145.235003019609,29.35776157907685,44.35226607214815,540.8525314123209,760.7552042589949
0.004814369039903713,174.37974107621542,5136.703344966806,8.545053831690657,44.55136253103181,509.4265002460983,750.5193812782114
0.004999537079900009,4225.695117778543,4549.544121454193,221.57106641086108,44.93733951620236,283.9712309378467,732.0872339003965
0.005184705119896306,845.8908916575473,4340.4138384908565,69.24274131741868,66.21479509249068,52.79445775774345,691.7463673238635
0.005369873159892603,2986.4565090960746,4384.78435711094,36.73648071016305,72.5532799931447,431.9941083775677,648.7608081595465
0.0055550411998889,4597.09486285103,4015.2587046321287,7.613036984039373,73.19934345281108,968.0073732379876,622.8610302006228
