"TOA5","7134","CR1000X","7134","CR1000X.Std.05.01","CPU:cr1000_1_MH.CR1x","41629","Raw"
"TIMESTAMP","RECORD","wind1(1)","wind1(2)","wind1(3)","wind1(4)","wind1(5)"
"TS","RN","","","","",""
"","","Smp","Smp","Smp","Smp","Smp"
"2023-08-14 07:49:33.5",184578,-0.31,0.05,-0.1,26.11,0
"2023-08-14 07:49:34",184579,-0.31,0.05,-0.1,26.11,0
"2023-08-14 07:49:34.5",184580,-0.24,0,-0.24,26.16,0
"2023-08-14 07:49:35",184581,-0.31,0.05,-0.24,26.21,0
"2023-08-14 07:49:35.5",184582,-0.14,0.01,-0.15,26.45,0
"2023-08-14 07:49:36",184583,-0.14,0.01,-0.15,26.28,0
"2023-08-14 07:49:36.5",184584,-0.08,0.12,-0.08,26.02,0
"2023-08-14 07:49:37",184585,-0.18,0.08,-0.06,25.99,0
"2023-08-14 07:49:37.5",184586,-0.14,0.01,-0.15,25.99,0
"2023-08-14 07:49:38",184587,-0.11,-0.01,-0.05,25.82,0
"2023-08-14 07:49:38.5",184588,-0.22,-0.01,-0.08,25.51,0
"2023-08-14 07:49:39",184589,-0.22,0.04,-0.08,25.95,0
"2023-08-14 07:49:39.5",184590,-0.23,0,0.01,26.16,0
"2023-08-14 07:49:40",184591,-0.29,0.01,0.13,26.33,0
"2023-08-14 07:49:40.5",184592,-0.18,-0.06,0,26.3,0
"2023-08-14 07:49:41",184593,-0.26,-0.02,0.09,26.33,0
"2023-08-14 07:49:41.5",184594,-0.26,0.04,0.09,26.16,0
"2023-08-14 07:49:42",184595,-0.28,0.01,0.05,25.85,0
"2023-08-14 07:49:42.5",184596,-0.33,0.1,0.06,25.59,0
"2023-08-14 07:49:43",184597,-0.04,0.01,0.14,27.37,0
"2023-08-14 07:49:43.5",184598,-0.18,0.08,0.22,26.73,0
"2023-08-14 07:49:44",184599,-0.22,0.17,-0.09,24.85,0
"2023-08-14 07:49:44.5",184600,-0.2,0.04,-0.07,24.89,0
"2023-08-14 07:49:45",184601,-0.31,-0.01,0.01,25.35,0
"2023-08-14 07:49:45.5",184602,-0.33,0.1,0.06,25.52,0
"2023-08-14 07:49:46",184603,-0.17,-0.11,0.17,25.94,0
"2023-08-14 07:49:46.5",184604,-0.17,-0.11,0.1,26.42,0
"2023-08-14 07:49:47",184605,-0.13,-0.12,0.05,25.9,0
"2023-08-14 07:49:47.5",184606,-0.17,-0.11,0.1,26.59,0
"2023-08-14 07:49:48",184607,-0.13,0,0.12,26.85,0
"2023-08-14 07:49:48.5",184608,-0.07,-0.02,0.06,26.89,0
"2023-08-14 07:49:49",184609,-0.15,-0.04,0.05,26.76,0
"2023-08-14 07:49:49.5",184610,-0.15,-0.04,0.05,26.25,0
"2023-08-14 07:49:50",184611,-0.1,-0.1,0.08,26.33,0
"2023-08-14 07:49:50.5",184612,-0.13,-0.12,0.05,26.13,0
"2023-08-14 07:49:51",184613,-0.1,-0.1,0.08,26.28,0
"2023-08-14 07:49:51.5",184614,-0.1,-0.07,0.17,26.9,0
"2023-08-14 07:49:52",184615,-0.08,-0.08,0.12,26.68,0
"2023-08-14 07:49:52.5",184616,-0.08,-0.08,0.06,26.89,0
"2023-08-14 07:49:53",184617,-0.1,-0.01,0.08,27.2,0
"2023-08-14 07:49:53.5",184618,-0.06,0.05,0.05,27.16,0
"2023-08-14 07:49:54",184619,-0.07,-0.02,0.06,26.82,0
"2023-08-14 07:49:54.5",184620,0,0,0.06,26.82,0
"2023-08-14 07:49:55",184621,-0.02,0,0.03,27.07,0
"2023-08-14 07:49:55.5",184622,0,-0.04,0.05,27.37,0
"2023-08-14 07:49:56",184623,0,-0.09,0.08,27.4,0
"2023-08-14 07:49:56.5",184624,-0.02,-0.09,0.1,27.66,0
"2023-08-14 07:49:57",184625,-0.07,-0.02,0.13,27.85,0
"2023-08-14 07:49:57.5",184626,-0.02,0,0.1,27.83,0
"2023-08-14 07:49:58",184627,-0.04,-0.05,0.08,26.85,0
"2023-08-14 07:49:58.5",184628,-0.1,-0.1,0.08,26.51,0
"2023-08-14 07:49:59",184629,-0.1,-0.1,0.08,26.51,0
"2023-08-14 07:49:59.5",184630,-0.04,-0.04,0,26.3,0
"2023-08-14 07:50:00",184631,-0.07,-0.08,0,26.28,0
"2023-08-14 07:50:00.5",184632,0,-0.12,0,26.28,0
"2023-08-14 07:50:01",184633,-0.09,-0.12,0.02,26.33,0
"2023-08-14 07:50:01.5",184634,-0.09,-0.12,0.02,26.33,0
"2023-08-14 07:50:02",184635,-0.04,-0.13,0.08,26.28,0
"2023-08-14 07:50:02.5",184636,-0.1,-0.09,0,26.42,0
"2023-08-14 07:50:03",184637,-0.09,-0.05,0.02,26.51,0
"2023-08-14 07:50:03.5",184638,-0.15,-0.04,0.05,26.47,0
"2023-08-14 07:50:04",184639,-0.09,-0.05,0.02,26.45,0
"2023-08-14 07:50:04.5",184640,-0.09,-0.05,-0.03,26.47,0
"2023-08-14 07:50:05",184641,-0.04,-0.04,0,26.42,0
"2023-08-14 07:50:05.5",184642,-0.04,-0.04,0,26.47,0
"2023-08-14 07:50:06",184643,-0.03,0,0,26.64,0
"2023-08-14 07:50:06.5",184644,-0.03,0,0,26.64,0
"2023-08-14 07:50:07",184645,-0.09,-0.01,0,26.94,0
"2023-08-14 07:50:07.5",184646,-0.05,-0.04,-0.05,25.87,0
"2023-08-14 07:50:08",184647,-0.16,-0.01,-0.03,26.02,0
"2023-08-14 07:50:08.5",184648,-0.11,-0.01,-0.05,26.11,0
"2023-08-14 07:50:09",184649,-0.16,-0.1,-0.04,26.2,0
"2023-08-14 07:50:09.5",184650,-0.09,-0.05,-0.03,26.42,0
"2023-08-14 07:50:10",184651,-0.09,-0.05,-0.03,26.54,0
"2023-08-14 07:50:10.5",184652,-0.04,-0.13,-0.05,26.28,0
"2023-08-14 07:50:11",184653,-0.09,-0.05,-0.03,26.3,0
"2023-08-14 07:50:11.5",184654,-0.07,-0.02,-0.08,26.47,0
"2023-08-14 07:50:12",184655,-0.06,-0.02,0,26.33,0
"2023-08-14 07:50:12.5",184656,-0.22,-0.09,0.05,26.47,0
"2023-08-14 07:50:13",184657,-0.18,-0.06,0,26.3,0
"2023-08-14 07:50:13.5",184658,-0.13,-0.12,0,26.38,0
"2023-08-14 07:50:14",184659,-0.07,-0.08,0,26.51,0
"2023-08-14 07:50:14.5",184660,-0.09,-0.05,0.02,26.56,0
"2023-08-14 07:50:15",184661,-0.07,-0.02,0.06,26.64,0
"2023-08-14 07:50:15.5",184662,-0.04,-0.05,0.08,27.18,0
"2023-08-14 07:50:16",184663,0.02,-0.02,0.15,27.83,0
"2023-08-14 07:50:16.5",184664,-0.02,-0.09,0.1,27.66,0
"2023-08-14 07:50:17",184665,-0.02,-0.08,0.1,27.39,0
"2023-08-14 07:50:17.5",184666,-0.05,-0.04,0.15,27.44,0
"2023-08-14 07:50:18",184667,-0.08,-0.08,0.19,27.26,0
"2023-08-14 07:50:18.5",184668,-0.04,-0.13,0.22,26.8,0
"2023-08-14 07:50:19",184669,0,-0.16,0.15,26.76,0
"2023-08-14 07:50:19.5",184670,-0.07,-0.17,0.13,26.8,0
"2023-08-14 07:50:20",184671,-0.04,-0.12,0.08,26.85,0
"2023-08-14 07:50:20.5",184672,-0.08,-0.08,0.13,27.02,0
"2023-08-14 07:50:21",184673,-0.07,-0.09,0.04,27.32,0
"2023-08-14 07:50:21.5",184674,0,-0.04,0.12,27.45,0
"2023-08-14 07:50:22",184675,-0.05,-0.04,0.15,27.94,0
"2023-08-14 07:50:22.5",184676,-0.02,-0.09,0.1,28.34,0
"2023-08-14 07:50:23",184677,0,-0.01,0.15,29.1,0
"2023-08-14 07:50:23.5",184678,-0.02,-0.01,0.17,29.18,0
"2023-08-14 07:50:24",184679,0,-0.05,0.2,28.68,0
"2023-08-14 07:50:24.5",184680,-0.02,-0.01,0.17,28.37,0
"2023-08-14 07:50:25",184681,-0.02,-0.01,0.1,28.11,0
"2023-08-14 07:50:25.5",184682,-0.02,0,0.1,28.06,0
"2023-08-14 07:50:26",184683,0,0.05,0.07,27.45,0
"2023-08-14 07:50:26.5",184684,0,0.03,0,26.82,0
"2023-08-14 07:50:27",184685,0.02,0,0.03,27.02,0
"2023-08-14 07:50:27.5",184686,0,0,0,27.16,0
"2023-08-14 07:50:28",184687,0,0,0,27.16,0
"2023-08-14 07:50:28.5",184688,-0.01,-0.08,0.02,27.07,0
"2023-08-14 07:50:29",184689,-0.02,-0.08,0.02,27.13,0
