Date;Time;Module Address;Module Command;Value1;Value2;Value3;Value4
2023-04-12;07:16:32;1;2;34;1308;53692;11
2023-04-12;07:16:32;1;1;49;1247;510308083;134353377
2023-04-12;07:16:33;1;0;48;1447;42554;995113
2023-04-12;07:16:33;1;2;34;1328;53776;11
2023-04-12;07:16:34;1;0;48;1451;42659;995130
2023-04-12;07:16:34;1;2;34;1346;53852;11
2023-04-12;07:16:34;1;1;49;1568;510306233;134351704
2023-04-12;07:16:35;1;0;48;1457;42978;995074
2023-04-12;07:16:35;1;2;34;1374;53959;11
2023-04-12;07:16:35;1;1;49;1687;510305545;134351070
2023-04-12;07:16:36;1;0;48;1464;42934;995197
2023-04-12;07:16:36;1;2;34;1402;54005;0
2023-04-12;07:16:36;1;1;49;1754;510305151;134350692
2023-04-12;07:16:37;1;0;48;1467;43018;995134
2023-04-12;07:16:37;1;2;34;1414;53974;11
2023-04-12;07:16:37;1;1;49;1796;510304913;134350474
2023-04-12;07:16:38;1;0;48;1465;43037;995179
2023-04-12;07:16:38;1;2;34;1418;53890;11
2023-04-12;07:16:38;1;1;49;1827;510304729;134350297
2023-04-12;07:16:39;1;0;48;1456;42835;995164
2023-04-12;07:16:39;1;2;34;1403;53783;11
2023-04-12;07:16:39;1;1;49;1845;510304624;134350203
2023-04-12;07:16:40;1;101;2023-04-12;07:16:40
2023-04-12;07:16:40;1;0;48;1454;42682;995173
2023-04-12;07:16:40;1;2;34;1396;53608;11
2023-04-12;07:16:40;1;1;49;1857;510304559;134350147
2023-04-12;07:16:41;1;0;48;1454;42934;995226
2023-04-12;07:16:41;1;2;34;1399;53494;11
2023-04-12;07:16:41;1;1;49;1866;510304519;134350122
2023-04-12;07:16:42;1;0;48;1463;43004;995179
2023-04-12;07:16:42;1;2;34;1414;53432;11
2023-04-12;07:16:42;1;1;49;1871;510304502;134350133
2023-04-12;07:16:43;1;0;48;1461;42942;995162
2023-04-12;07:16:43;1;2;34;1420;53318;11
2023-04-12;07:16:43;1;1;49;1876;510304476;134350114
2023-04-12;07:16:44;1;0;48;1454;42682;995147
2023-04-12;07:16:44;1;2;34;1409;53265;44
2023-04-12;07:16:44;1;1;49;1885;510304435;134350084
2023-04-12;07:16:45;1;0;48;1447;42746;995104
2023-04-12;07:16:45;1;2;34;1388;53104;11
2023-04-12;07:16:45;1;1;49;1887;510304423;134350072
2023-04-12;07:16:46;1;0;48;1436;42696;995116
2023-04-12;07:16:46;1;2;34;1362;52998;11
2023-04-12;07:16:46;1;1;49;1893;510304388;134350038
2023-04-12;07:16:47;1;0;48;1432;42781;995197
2023-04-12;07:16:47;1;2;34;1348;52921;11
2023-04-12;07:16:47;1;1;49;1897;510304369;134350029
2023-04-12;07:16:48;1;0;48;1427;42806;995136
2023-04-12;07:16:48;1;2;34;1336;52868;11
2023-04-12;07:16:48;1;1;49;1904;510304337;134350011
2023-04-12;07:16:49;1;0;48;1425;43016;995128
2023-04-12;07:16:49;1;2;34;1332;52868;11
2023-04-12;07:16:49;1;1;49;1905;510304342;134350038
2023-04-12;07:16:50;1;101;2023-04-12;07:16:50
2023-04-12;07:16:50;1;0;48;1430;43334;995144
2023-04-12;07:16:50;1;2;34;1344;52944;44
2023-04-12;07:16:50;1;1;49;1912;510304310;134350013
2023-04-12;07:16:51;1;0;48;1433;43157;995143
2023-04-12;07:16:51;1;2;34;1354;52975;11
2023-04-12;07:16:51;1;1;49;1920;510304275;134350005
2023-04-12;07:16:52;1;0;48;1417;43081;995112
2023-04-12;07:16:52;1;2;34;1336;53036;11
2023-04-12;07:16:52;1;1;49;1924;510304266;134350027
2023-04-12;07:16:53;1;0;48;1418;43161;995156
2023-04-12;07:16:53;1;2;34;1317;53013;11
2023-04-12;07:16:54;1;0;48;1403;43338;995108
2023-04-12;07:16:54;1;2;34;1285;52998;11
