Date;Time;Module Address;Module Command;Value1;Value2;Value3;Value4
2023-04-25;08:01:10;1;101;2018-01-01;00:01:29
2023-04-25;08:01:10;1;0;48;2218;33008;994512
2023-04-25;08:01:10;1;2;34;2259;41286;11
2023-04-25;08:01:11;1;0;48;2215;32924;994522
2023-04-25;08:01:11;1;2;34;2269;41218;11
2023-04-25;08:01:12;1;0;48;2220;32866;994546
2023-04-25;08:01:12;1;2;34;2278;41142;11
2023-04-25;08:01:12;1;1;49;1468;510307431;134353971
2023-04-25;08:01:13;1;0;48;2217;32833;994503
2023-04-25;08:01:13;1;2;34;2291;41080;11
2023-04-25;08:01:14;1;0;48;2227;32933;994533
2023-04-25;08:01:14;1;2;34;2290;40943;44
2023-04-25;08:01:15;1;0;48;2225;32860;994579
2023-04-25;08:01:15;1;2;34;2286;40882;11
2023-04-25;08:01:15;1;1;49;1496;510307390;134354035
2023-04-25;08:01:16;1;0;48;2228;33077;994515
2023-04-25;08:01:16;1;2;34;2264;40791;11
2023-04-25;08:01:16;1;1;49;1500;510307377;134354048
2023-04-25;08:01:17;1;0;48;2223;32992;994518
2023-04-25;08:01:17;1;2;34;2211;40691;11
2023-04-25;08:01:17;1;1;49;1498;510307369;134354056
2023-04-25;08:01:18;1;0;48;2212;33044;994462
2023-04-25;08:01:18;1;2;34;2161;40592;11
2023-04-25;08:01:18;1;1;49;1494;510307360;134354069
2023-04-25;08:01:19;1;0;48;2200;33169;994478
2023-04-25;08:01:19;1;2;34;2158;40623;11
2023-04-25;08:01:19;1;1;49;1489;510307354;134354080
2023-04-25;08:01:20;1;101;2023-04-25;08:01:20
2023-04-25;08:01:20;1;0;48;2203;33192;994467
2023-04-25;08:01:20;1;2;34;2156;40730;11
2023-04-25;08:01:21;1;0;48;2201;32923;994441
2023-04-25;08:01:21;1;2;34;2139;40745;32986
2023-04-25;08:01:21;1;1;49;1480;510307351;134354092
2023-04-25;08:01:22;1;0;48;2200;32728;994478
2023-04-25;08:01:22;1;2;34;2132;40882;11
2023-04-25;08:01:22;1;1;49;1474;510307352;134354094
2023-04-25;08:01:23;1;0;48;2202;33037;994504
2023-04-25;08:01:23;1;2;34;2136;40974;193
2023-04-25;08:01:23;1;1;49;1471;510307346;134354101
2023-04-25;08:01:24;1;0;48;2207;32835;994510
2023-04-25;08:01:24;1;2;34;2140;41096;239
2023-04-25;08:01:24;1;1;49;1467;510307339;134354111
2023-04-25;08:01:25;1;0;48;2195;32848;994499
2023-04-25;08:01:25;1;2;34;2149;41164;11
2023-04-25;08:01:25;1;1;49;1465;510307331;134354121
2023-04-25;08:01:26;1;0;48;2198;32860;994470
2023-04-25;08:01:26;1;2;34;2161;41286;7072
2023-04-25;08:01:26;1;1;49;1462;510307325;134354128
2023-04-25;08:01:27;1;0;48;2198;32901;994497
2023-04-25;08:01:27;1;2;34;2169;41355;11
2023-04-25;08:01:27;1;1;49;1462;510307309;134354144
2023-04-25;08:01:28;1;0;48;2194;32908;994509
2023-04-25;08:01:28;1;2;34;2184;41409;11
2023-04-25;08:01:28;1;1;49;1456;510307301;134354150
2023-04-25;08:01:29;1;0;48;2191;32814;994492
2023-04-25;08:01:29;1;2;34;2188;41439;14655744
2023-04-25;08:01:29;1;1;49;1454;510307293;134354158
2023-04-25;08:01:30;1;101;2023-04-25;08:01:30
2023-04-25;08:01:30;1;0;48;2192;32762;994528
2023-04-25;08:01:30;1;2;34;2164;41454;11
2023-04-25;08:01:31;1;0;48;2191;32742;994465
2023-04-25;08:01:31;1;2;34;2155;41416;11
2023-04-25;08:01:31;1;1;49;1433;510307304;134354152
2023-04-25;08:01:32;1;0;48;2186;32841;994486
2023-04-25;08:01:32;1;2;34;2145;41363;11
2023-04-25;08:01:32;1;1;49;1433;510307299;134354161
2023-04-25;08:01:33;1;0;48;2191;32978;994519
2023-04-25;08:01:33;1;2;34;2146;41332;11
2023-04-25;08:01:33;1;1;49;1433;510307293;134354169
2023-04-25;08:01:34;1;0;48;2189;32946;994503
2023-04-25;08:01:34;1;2;34;2146;41363;13068
2023-04-25;08:01:34;1;1;49;1435;510307277;134354185
2023-04-25;08:01:35;1;0;48;2176;33028;994547
2023-04-25;08:01:35;1;2;34;2140;41393;11
2023-04-25;08:01:36;1;0;48;2162;32843;994474
2023-04-25;08:01:36;1;2;34;2144;41393;11
2023-04-25;08:01:36;1;1;49;1434;510307256;134354203
2023-04-25;08:01:37;1;0;48;2155;33064;994415
2023-04-25;08:01:37;1;2;34;2158;41454;11
2023-04-25;08:01:37;1;1;49;1429;510307252;134354206
2023-04-25;08:01:38;1;0;48;2146;33057;994502
2023-04-25;08:01:38;1;2;34;2153;41431;11
2023-04-25;08:01:38;1;1;49;1426;510307245;134354214
2023-04-25;08:01:39;1;0;48;2143;32994;994530
2023-04-25;08:01:39;1;2;34;2143;41431;11
2023-04-25;08:01:39;1;1;49;1422;510307242;134354221
2023-04-25;08:01:40;1;101;2023-04-25;08:01:40
2023-04-25;08:01:40;1;0;48;2136;33029;994463
2023-04-25;08:01:40;1;2;34;2111;41355;11
2023-04-25;08:01:40;1;1;49;1415;510307247;134354219
2023-04-25;08:01:41;1;0;48;2134;32966;994463
2023-04-25;08:01:41;1;2;34;2083;41241;11
2023-04-25;08:01:42;1;0;48;2127;33043;994476
2023-04-25;08:01:42;1;2;34;2081;41210;11
2023-04-25;08:01:42;1;1;49;1401;510307264;134354205
2023-04-25;08:01:43;1;0;48;2130;33209;994475
2023-04-25;08:01:43;1;2;34;2069;41218;44
2023-04-25;08:01:43;1;1;49;1394;510307275;134354196
2023-04-25;08:01:44;1;0;48;2126;33207;994441
2023-04-25;08:01:44;1;2;34;2080;41340;11
2023-04-25;08:01:44;1;1;49;1387;510307287;134354189
2023-04-25;08:01:45;1;0;48;2119;33385;994481
2023-04-25;08:01:45;1;2;34;2079;41439;44
2023-04-25;08:01:45;1;1;49;1380;510307298;134354183
2023-04-25;08:01:46;1;0;48;2100;33012;994475
2023-04-25;08:01:46;1;2;34;2037;41447;11
2023-04-25;08:01:46;1;1;49;1374;510307307;134354181
2023-04-25;08:01:47;1;0;48;2074;32973;994417
2023-04-25;08:01:47;1;2;34;1969;41409;11
2023-04-25;08:01:47;1;1;49;1368;510307318;134354176
2023-04-25;08:01:48;1;0;48;2056;33174;994463
2023-04-25;08:01:48;1;2;34;1924;41439;11
2023-04-25;08:01:48;1;1;49;1363;510307327;134354173
2023-04-25;08:01:49;1;0;48;2043;33287;994452
2023-04-25;08:01:49;1;2;34;1896;41554;11
2023-04-25;08:01:49;1;1;49;1358;510307342;134354165
2023-04-25;08:01:50;1;101;2023-04-25;08:01:50
2023-04-25;08:01:50;1;0;48;2027;33204;994497
2023-04-25;08:01:50;1;2;34;1824;41630;44
2023-04-25;08:01:50;1;1;49;1356;510307352;134354161
2023-04-25;08:01:51;1;0;48;2012;33479;994469
2023-04-25;08:01:51;1;2;34;1774;41790;11
2023-04-25;08:01:52;1;0;48;2005;33514;994446
2023-04-25;08:01:52;1;2;34;1766;42034;11
2023-04-25;08:01:52;1;1;49;1354;510307372;134354151
2023-04-25;08:01:53;1;0;48;1999;33704;994476
2023-04-25;08:01:53;1;2;34;1744;42309;11
2023-04-25;08:01:53;1;1;49;1354;510307383;134354146
2023-04-25;08:01:54;1;0;48;1993;34067;994488
2023-04-25;08:01:54;1;2;34;1750;42637;11
2023-04-25;08:01:54;1;1;49;1354;510307396;134354141
2023-04-25;08:01:55;1;0;48;1981;34088;994495
2023-04-25;08:01:55;1;2;34;1754;42965;11
2023-04-25;08:01:56;1;0;48;1986;33928;994528
2023-04-25;08:01:56;1;2;34;1766;43308;11
2023-04-25;08:01:56;1;1;49;1358;510307405;134354143
2023-04-25;08:01:57;1;0;48;1988;34237;994437
2023-04-25;08:01:57;1;2;34;1782;43552;11
2023-04-25;08:01:57;1;1;49;1362;510307407;134354145
2023-04-25;08:01:58;1;0;48;1980;33944;994504
2023-04-25;08:01:58;1;2;34;1786;43781;11
2023-04-25;08:01:58;1;1;49;1365;510307409;134354147
2023-04-25;08:01:59;1;0;48;1962;34011;994442
2023-04-25;08:01:59;1;2;34;1780;43980;11
2023-04-25;08:01:59;1;1;49;1367;510307416;134354145
2023-04-25;08:02:00;1;0;48;1957;34356;994498
2023-04-25;08:02:00;1;2;34;1775;44109;11
2023-04-25;08:02:00;1;1;49;1368;510307422;134354142
2023-04-25;08:02:01;1;0;48;1950;34431;994484
2023-04-25;08:02:01;1;2;34;1771;44193;11
2023-04-25;08:02:01;1;1;49;1370;510307427;134354142
2023-04-25;08:02:02;1;0;48;1947;34336;994477
2023-04-25;08:02:02;1;2;34;1779;44338;11
2023-04-25;08:02:02;1;1;49;1373;510307432;134354142
2023-04-25;08:02:03;1;0;48;1945;34438;994450
2023-04-25;08:02:03;1;2;34;1792;44521;11
2023-04-25;08:02:03;1;1;49;1376;510307434;134354145
2023-04-25;08:02:04;1;0;48;1941;34558;994470
2023-04-25;08:02:04;1;2;34;1806;44651;11
2023-04-25;08:02:04;1;1;49;1379;510307435;134354146
2023-04-25;08:02:05;1;0;48;1942;34650;994452
2023-04-25;08:02:05;1;2;34;1817;44765;44
2023-04-25;08:02:06;1;0;48;1943;34752;994523
2023-04-25;08:02:06;1;2;34;1832;44888;11
2023-04-25;08:02:06;1;1;49;1382;510307439;134354156
2023-04-25;08:02:07;1;0;48;1935;34757;994500
2023-04-25;08:02:07;1;2;34;1816;44964;11
2023-04-25;08:02:08;1;0;48;1932;34774;994439
2023-04-25;08:02:08;1;2;34;1809;45002;11
2023-04-25;08:02:08;1;1;49;1384;510307447;134354168
2023-04-25;08:02:09;1;0;48;1928;34812;994450
2023-04-25;08:02:09;1;2;34;1818;45002;11
2023-04-25;08:02:10;1;101;2023-04-25;08:02:10
2023-04-25;08:02:10;1;0;48;1915;35057;994457
2023-04-25;08:02:10;1;2;34;1803;44979;11
2023-04-25;08:02:10;1;1;49;1385;510307465;134354167
2023-04-25;08:02:11;1;0;48;1910;34961;994549
2023-04-25;08:02:11;1;2;34;1806;45010;11
2023-04-25;08:02:11;1;1;49;1386;510307470;134354166
2023-04-25;08:02:12;1;0;48;1899;35228;994482
2023-04-25;08:02:12;1;2;34;1773;45010;11
2023-04-25;08:02:12;1;1;49;1387;510307478;134354165
2023-04-25;08:02:13;1;0;48;1870;35215;994443
2023-04-25;08:02:13;1;2;34;1687;44949;11
2023-04-25;08:02:13;1;1;49;1389;510307486;134354165
2023-04-25;08:02:14;1;0;48;1856;35183;994440
2023-04-25;08:02:14;1;2;34;1651;44964;27270
2023-04-25;08:02:14;1;1;49;1389;510307497;134354163
2023-04-25;08:02:15;1;0;48;1856;35275;994467
2023-04-25;08:02:15;1;2;34;1641;45071;11
2023-04-25;08:02:15;1;1;49;1391;510307505;134354165
2023-04-25;08:02:16;1;0;48;1848;35666;994462
2023-04-25;08:02:16;1;2;34;1639;45269;11
2023-04-25;08:02:16;1;1;49;1395;510307506;134354172
2023-04-25;08:02:17;1;0;48;1840;35496;994457
2023-04-25;08:02:17;1;2;34;1628;45445;11
2023-04-25;08:02:17;1;1;49;1402;510307501;134354183
2023-04-25;08:02:18;1;0;48;1817;35772;994414
2023-04-25;08:02:18;1;2;34;1588;45605;11
2023-04-25;08:02:18;1;1;49;1407;510307495;134354196
2023-04-25;08:02:19;1;0;48;1807;35958;994445
