Date;Time;Module Address;Module Command;Value1;Value2;Value3;Value4
2023-06-01;05:56:30;1;101;2018-01-01;00:01:20
2023-06-01;05:56:30;1;0;48;2138;46549;1005380
2023-06-01;05:56:30;1;2;34;2344;52456;11
2023-06-01;05:56:30;1;1;49;1263;510308112;134353285
2023-06-01;05:56:31;1;0;48;2139;46540;1005361
2023-06-01;05:56:31;1;2;34;2359;52280;11
2023-06-01;05:56:31;1;1;49;1261;510308116;134353289
2023-06-01;05:56:32;1;0;48;2140;46541;1005352
2023-06-01;05:56:32;1;2;34;2376;52097;11
2023-06-01;05:56:32;1;1;49;1258;510308122;134353291
2023-06-01;05:56:33;1;0;48;2144;46278;1005315
2023-06-01;05:56:33;1;2;34;2392;51952;11
2023-06-01;05:56:33;1;1;49;1254;510308127;134353290
2023-06-01;05:56:34;1;0;48;2149;46520;1005411
2023-06-01;05:56:34;1;2;34;2407;51777;11
2023-06-01;05:56:34;1;1;49;1251;510308131;134353289
2023-06-01;05:56:35;1;0;48;2154;46402;1005409
2023-06-01;05:56:35;1;2;34;2417;51594;11
2023-06-01;05:56:35;1;1;49;1245;510308141;134353290
2023-06-01;05:56:36;1;0;48;2156;46290;1005408
2023-06-01;05:56:36;1;2;34;2418;51365;11
2023-06-01;05:56:36;1;1;49;1239;510308151;134353290
2023-06-01;05:56:37;1;0;48;2159;46376;1005308
2023-06-01;05:56:37;1;2;34;2411;51106;204
2023-06-01;05:56:38;1;0;48;2163;46278;1005351
2023-06-01;05:56:38;1;2;34;2409;50953;11
2023-06-01;05:56:38;1;1;49;1229;510308163;134353293
2023-06-01;05:56:39;1;0;48;2168;46325;1005412
2023-06-01;05:56:39;1;2;34;2409;50808;11
2023-06-01;05:56:39;1;1;49;1223;510308170;134353294
2023-06-01;05:56:40;1;101;2023-06-01;05:56:40
2023-06-01;05:56:40;1;0;48;2172;45980;1005401
2023-06-01;05:56:40;1;2;34;2408;50694;11
2023-06-01;05:56:40;1;1;49;1214;510308184;134353295
2023-06-01;05:56:41;1;0;48;2179;46047;1005452
2023-06-01;05:56:41;1;2;34;2408;50564;132
2023-06-01;05:56:41;1;1;49;1204;510308193;134353296
2023-06-01;05:56:42;1;0;48;2184;45992;1005351
2023-06-01;05:56:42;1;2;34;2404;50465;11
2023-06-01;05:56:42;1;1;49;1197;510308200;134353298
