datetime,t,t_det,t_tap,wind_z,wind_z_det,wind_z_tap,wind_h,wind_h_det,wind_h_tap
2023-08-14 12:45:00.000,32.19,0.6027246261340728,0.0004152445411861418,0.32,0.2968824640348191,0.00020453589785283968,0.5798275605729689,-0.14072632568460564,-9.695279736042658e-05
2023-08-14 12:45:00.500,32.52,0.9326003881330642,0.001927531869822626,0.2,0.1768917350440956,0.0003656061708147874,0.7545197147855052,0.03397931831221235,7.022967156678022e-05
2023-08-14 12:45:01.000,32.73,1.1424761501320404,0.003935512699381944,0.51,0.4869010060533721,0.0016772385948218066,0.5748912940721924,-0.14563561261681868,-0.000501674195010126
2023-08-14 12:45:01.500,32.31,0.7223519121310318,0.003483615492818261,0.41,0.3869102770626486,0.001865914124224751,0.9660227740586658,0.2455093571539364,0.0011839938205329534
2023-08-14 12:45:02.000,33.27,1.6822276741300186,0.01043060573439539,0.38,0.35691954807192505,0.002213069694482444,0.31064449134018135,-0.4098554357802663,-0.0025412971885233364
2023-08-14 12:45:02.500,33.16,1.572103436128998,0.011913919875884135,0.49,0.46692881908120154,0.0035385410466198925,0.5440588203494178,-0.17642761698674814,-0.0013370268421071107
2023-08-14 12:45:03.000,32.9,1.3119791981279825,0.011750315436117192,0.37,0.34693809009047805,0.003107238286387441,0.5728001396647875,-0.1476728078870968,-0.001322583526085186
2023-08-14 12:45:03.500,32.61,1.0218549601269693,0.010559851631727337,-0.08,-0.10305263890024546,-0.001064946219871898,0.2816025568065745,-0.4388569009610281,-0.004535148276945576
2023-08-14 12:45:04.000,32.66,1.0717307221259524,0.01255190671091972,0.02,-0.0030433678909689774,-3.564334684618823e-05,0.4242640687119285,-0.2961818992713923,-0.003468826163481605
2023-08-14 12:45:04.500,33.16,1.5716064841249384,0.020571693274498003,0.3,0.2769659031183075,0.0036253716588708113,0.18384776310850237,-0.5365847150905367,-0.007023676910300208
2023-08-14 12:45:05.000,32.92,1.331482246123926,0.019263027897953453,0.15,0.126975174127584,0.0018369950697333568,0.40853396431630995,-0.3118850240984474,-0.004512151729887283
2023-08-14 12:45:05.500,32.05,0.4613580081229074,0.007310258844918217,-0.15,-0.17301555486313952,-0.002741446919698324,0.4517742799230607,-0.26863121870741496,-0.004256485653228082
2023-08-14 12:45:06.000,32.42,0.8312337701218979,0.014316166633657259,0.08,0.05699371614613698,0.00098159093957384,0.09219544457292887,-0.6281965642732651,-0.010819298993961945
2023-08-14 12:45:06.500,33.46,1.871109532120883,0.0348035031081452,0.05,0.027002987155413462,0.0005022680560701253,0.28284271247461906,-0.43753580658729313,-0.008138368461639522
2023-08-14 12:45:07.000,33.34,1.750985294119868,0.0349813553948417,0.21,0.18701225816468994,0.003736149177277477,0.43737855457258074,-0.28298647470504973,-0.0056535314584504155
2023-08-14 12:45:07.500,32.87,1.280861056118848,0.027353677896163272,0.2,0.17702152917396644,0.003780417763955853,0.27294688127912364,-0.4474046582142251,-0.009554637368020175
2023-08-14 12:45:08.000,33.03,1.4407368181178377,0.032752632351062724,0.32,0.2970308001832429,0.006752475867211463,0.25495097567963926,-0.46538707402942775,-0.010579761372750568
