datetime,t,t_det,t_tap,wind_z,wind_z_det,wind_z_tap,wind_h,wind_h_det,wind_h_tap
2023-07-08 13:30:00.000,32.96,-0.16629549445631397,-0.00012093348556967068,-0.16,-0.16849992220096754,-0.00012253659052280865,0.1118033988749895,-0.18563661430157,-0.00013499874359337497
2023-07-08 13:30:00.500,32.92,-0.20629458065828743,-0.0004500646006635327,-0.18,-0.18850167499375262,-0.0004112465330390739,0.15556349186104046,-0.14187377724144878,-0.0003095203213533109
2023-07-08 13:30:01.000,32.52,-0.6062936668602532,-0.00220454112567654,-0.22,-0.2285034277865377,-0.0008308600789484938,0.23769728648009425,-0.05973723854832469,-0.00021721025026719622
2023-07-08 13:30:01.500,32.57,-0.5562927530622304,-0.0028318203120634303,-0.23,-0.2385051805793228,-0.001214115789175718,0.34205262752974136,0.04462084657539267,0.00022714338624419883
2023-07-08 13:30:02.000,32.38,-0.7462918392641953,-0.004884433793525083,-0.34,-0.3485069333721079,-0.002280956260112474,0.48877397639399744,0.19134493951371906,0.0012523407594839848
2023-07-08 13:30:02.500,32.31,-0.8162909254661628,-0.006529788997517317,-0.19,-0.19850868616489298,-0.0015879385576789283,0.3138470965295043,0.016420803723296185,0.00013135559901212638
2023-07-08 13:30:03.000,31.84,-1.2862900116681395,-0.01216023327295245,-0.19,-0.19851043895767806,-0.0018766632897281202,0.3794733192202055,0.08204977048806766,0.0007756760451192313
2023-07-08 13:30:03.500,32.31,-0.8162890978701043,-0.008904156165270688,-0.1,-0.10851219175046316,-0.0011836609158483139,0.17117242768623692,-0.12624837697183067,-0.001377128847000756
2023-07-08 13:30:04.000,32.36,-0.7662881840720743,-0.00947318706632181,-0.05,-0.058513944543248236,-0.0007233747748803003,0.09219544457292887,-0.2052226160110684,-0.0025370510365718027
2023-07-08 13:30:04.500,32.49,-0.6362872702740461,-0.008791422310146683,-0.05,-0.058515697336033325,-0.0008084967766716893,0.14035668847618202,-0.157058628033745,-0.0021700398404987803
2023-07-08 13:30:05.000,32.61,-0.5162863564760158,-0.00788422823132375,0.08,0.07148254987118159,0.0010916126887183376,0.2469817807045694,-0.05043079173128734,-0.0007701305039508532
2023-07-08 13:30:05.500,32.45,-0.6762854426779867,-0.011311071588042634,-0.03,-0.0385192029216035,-0.0006442449212499959,0.0806225774829855,-0.21678725087880096,-0.003625830099721134
2023-07-08 13:30:06.000,32.28,-0.8462845288799556,-0.015385039342649415,-0.04,-0.04852095571438859,-0.0008820872734100377,0.34058772731852804,0.04318064303081187,0.0007850029974542712
2023-07-08 13:30:06.500,32.1,-1.0262836150819226,-0.020149736875900298,0.0,-0.008522708507173675,-0.00016733223776142846,0.24,-0.05740434021364593,-0.0011270591616600021
2023-07-08 13:30:07.000,31.81,-1.3162827012838996,-0.0277575482946074,0.0,-0.008524461299958761,-0.00017976240665346451,0.22135943621178655,-0.07604215992778907,-0.0016035642833891605
