datetime,t,t_det,t_tap,wind_z,wind_z_det,wind_z_tap,wind_h,wind_h_det,wind_h_tap
2023-08-11 15:45:00.000,27.52,0.18813748715281875,0.0002052261216276567,-0.18,-0.29701731273168175,-0.00032399556340772894,0.30870698080866266,-0.7744196179706357,-0.0008447605903197265
2023-08-11 15:45:00.500,27.54,0.2081610861882517,0.0006812043457349795,-0.25,-0.3670235378829346,-0.0012010795752995674,0.07,-1.0131138576881316,-0.0033154014288595463
2023-08-11 15:45:01.000,27.52,0.18818468522368903,0.001026383148391804,-0.32,-0.4370297630341875,-0.0023836157739975743,0.130384048104053,-0.9527170684929116,-0.005196239763740725
2023-08-11 15:45:01.500,27.54,0.20820828425912197,0.0015898245900791601,-0.25,-0.3670359881854404,-0.0028025918446885818,0.3492849839314596,-0.7338033915743383,-0.005603132845360154
2023-08-11 15:45:02.000,27.54,0.20823188329455888,0.002044278894478755,-0.3,-0.4170422133366933,-0.004094236585397995,0.38013155617496425,-0.7029440782396665,-0.006901026492237092
2023-08-11 15:45:02.500,27.4,0.06825548232999168,0.0008189873399921676,-0.14,-0.2570484384879462,-0.0030842858287718883,0.35114099732158877,-0.7319218960018751,-0.00878222153336401
2023-08-11 15:45:03.000,27.4,0.0682790813654286,0.0009682195573401136,-0.24,-0.357054663639199,-0.005063151135920359,0.39115214431215894,-0.6918980079201381,-0.009811338546978961
2023-08-11 15:45:03.500,27.28,-0.05169731959913193,-0.0008458576690897118,0.02,-0.09706088879045192,-0.0015880842138176535,0.45880278987817846,-0.6242346212629516,-0.010213559345066032
2023-08-11 15:45:04.000,27.49,0.15832627943629873,0.002935853775359845,0.47,0.3529328860582952,0.006544455852003912,0.13,-0.953024670049963,-0.01767199409686743
2023-08-11 15:45:04.500,27.39,0.05834987847173778,0.0012092604492919196,0.28,0.16292666090704233,0.0033765411742118843,0.7242237223399962,-0.35878820661880007,-0.007435634817074037
2023-08-11 15:45:05.000,27.13,-0.20162652249283042,-0.004618344825041983,0.27,0.15292043575578945,0.0035027103298923786,0.750066663703967,-0.33293252416366226,-0.007625966966295763
2023-08-11 15:45:05.500,27.18,-0.1516029234573928,-0.0038031830959880967,0.21,0.09291421060453654,0.0023308901114137423,0.6800735254367722,-0.40291292133969026,-0.010107665318373303
2023-08-11 15:45:06.000,27.28,-0.051579324421958006,-0.00140643352913555,0.25,0.1329079854532837,0.00362405380695101,0.777946013551069,-0.30502769213422654,-0.008317308889563136
2023-08-11 15:45:06.500,27.28,-0.05155572538652109,-0.0015182219331066856,0.25,0.1329017603020308,0.003913714062333476,0.777946013551069,-0.30501495104305953,-0.00898213312153502
2023-08-11 15:45:07.000,27.39,0.05846787364891526,0.001849269666288607,0.03,-0.08710446484922209,-0.002755011164100323,0.722357252334328,-0.3605909711686337,-0.011405065778924141
2023-08-11 15:45:07.500,27.4,0.06849147268434663,0.002315649423929819,0.03,-0.08711069000047497,-0.002945152311841449,0.7334848328356899,-0.34945064957610483,-0.011814685298302074
2023-08-11 15:45:08.000,27.47,0.13851507171978383,0.004985107842868377,-0.12,-0.23711691515172784,-0.008533752888573234,0.6596969000988258,-0.4232258412218022,-0.015231746510932431
2023-08-11 15:45:08.500,27.44,0.10853867075521961,0.004142899661710015,-0.03,-0.14712314030298074,-0.005615661256489291,0.45705579528105755,-0.6258542049484034,-0.023888731600629456
2023-08-11 15:45:09.000,27.4,0.06856226979065383,0.0027664726378697586,0.02,-0.0971293654542336,-0.003919148719598232,0.5590169943749475,-0.5238802647633465,-0.02113845446501432
2023-08-11 15:45:09.500,27.35,0.018585868826090035,0.0007904489920869512,-0.11,-0.2271355906054865,-0.009659978790399726,0.4472135954999579,-0.6356709225471693,-0.02703481041042608
