datetime,t,wind_z,wind_h,t_det,wind_z_det,wind_h_det,t_tap,wind_z_tap,wind_h_tap
2023-08-14 08:00:00.000,28.42,0.08,0.08944271909999159,-0.16159930246387333,0.026991876107942056,-0.37594473316766125,-0.00011751831868011062,1.9629044493780105e-05,-0.0002733947008736823
2023-08-14 08:00:00.500,28.86,0.0,0.14866068747318506,0.27805132151925704,-0.05300808804582015,-0.3167364735849807,0.0006066134000428222,-0.00011564561658455289,-0.0006910112424898216
2023-08-14 08:00:01.000,29.03,-0.04,0.1131370849898476,0.44770194550239495,-0.09300805219958234,-0.35226978485883115,0.00162788662467246,-0.0003381860759899873,-0.0012808862610691261
2023-08-14 08:00:01.500,29.29,-0.1,0.09,0.7073525694855256,-0.15300801635334454,-0.37541657863919176,0.0036007935804177045,-0.0007788906223077544,-0.0019110662273123212
2023-08-14 08:00:02.000,29.53,-0.05,0.08944271909999159,0.9470031934686638,-0.10300798050710674,-0.3759835683297131,0.006198077156136516,-0.0006741808425612031,-0.002460789131461571
2023-08-14 08:00:02.500,29.62,-0.03,0.02,1.0366538174517963,-0.08300794466086894,-0.4454359962202176,0.00829254678724425,-0.0006640088072074697,-0.0035631941707007383
2023-08-14 08:00:03.000,28.84,-0.05,0.130384048104053,0.25630444143493136,-0.10300790881463115,-0.33506165690667766,0.002423031951169853,-0.0009738085414505249,-0.0031675810834628127
2023-08-14 08:00:03.500,28.98,-0.12,0.14035668847618202,0.3959550654180646,-0.17300787296839334,-0.32509872532506157,0.004319114081165216,-0.0018871857075531161,-0.003546206640487836
2023-08-14 08:00:04.000,28.86,-0.12,0.18384776310850237,0.2756056894011998,-0.17300783712215556,-0.28161735948325417,0.003407157132928704,-0.0021387979601728557,-0.003481476007279186
2023-08-14 08:00:04.500,29.03,-0.26,0.07,0.44525631338433413,-0.31300780127591776,-0.3954748313822695,0.00615199528592607,-0.004324750621212148,-0.0054641769812841705
2023-08-14 08:00:05.000,29.1,-0.12,0.14560219778561037,0.5149069373674706,-0.17300776542967994,-0.31988234238717206,0.00786316307060044,-0.0026420080471413463,-0.004884935197136228
2023-08-14 08:00:05.500,29.36,-0.1,0.1835755975068582,0.7745575613506013,-0.15300772958344216,-0.28191865145643724,0.012954701480492995,-0.002559098974523169,-0.004715171800831664
2023-08-14 08:00:06.000,28.98,-0.1,0.2720294101747089,0.39420818533373847,-0.15300769373720435,-0.19347454757909954,0.007166512246869041,-0.002781605131066809,-0.003517272766696142
2023-08-14 08:00:06.500,29.38,-0.09,0.33241540277189324,0.7938588093168697,-0.14300765789096656,-0.13309826377242812,0.015586379719287984,-0.0028077683745459815,-0.0026132103779514387
2023-08-14 08:00:07.000,28.89,-0.15,0.2745906043549196,0.30350943330000746,-0.20300762204472875,-0.19093277097991473,0.006400355899592441,-0.004280990601474594,-0.004026358172396217
2023-08-14 08:00:07.500,29.38,-0.08,0.12,0.7931600572831385,-0.13300758619849096,-0.34553308412534733,0.017879355844847136,-0.0029982472539689165,-0.007788981442668923
2023-08-14 08:00:08.000,29.46,-0.05,0.04123105625617661,0.8728106812662766,-0.10300755035225316,-0.42431173665968364,0.02094394222028187,-0.0024717664771247132,-0.01018177330631991
2023-08-14 08:00:08.500,29.58,-0.1,0.12041594578792295,0.9924613052494067,-0.15300751450601535,-0.34513655591845027,0.02525811057254771,-0.003894036673653926,-0.008783715038467716
2023-08-14 08:00:09.000,29.46,-0.05,0.130384048104053,0.8721119292325454,-0.10300747865977757,-0.33517816239283327,0.02346322315926605,-0.002771304207470876,-0.009017604000963917
2023-08-14 08:00:09.500,29.72,0.06,0.050990195135927854,1.131762553215676,0.006992557186460233,-0.4145817241514713,0.0320942941457645,0.00019829352591291027,-0.011756624889708555
2023-08-14 08:00:10.000,30.07,0.06,0.050990195135927854,1.4814131771988137,0.00699259303269803,-0.4145914329419843,0.044163332419010694,0.00020846055329265943,-0.012359643854196368
