datetime,t,t_det,t_tap
2023-07-11 10:00:00,28.07,0.16034505418173595,0.0003507927872036195
2023-07-11 10:00:01,28.08,0.16994602235722667,0.0011153844198794147
2023-07-11 10:00:02,28.08,0.16954699053271582,0.0018545855070837766
2023-07-11 10:00:03,28.08,0.16914795870820853,0.002590259399398664
2023-07-11 10:00:04,28.08,0.1687489268836977,0.003322392213065337
2023-07-11 10:00:05,28.1,0.18834989505919353,0.004532226239845173
2023-07-11 10:00:06,28.1,0.18795086323468269,0.005344715104012402
2023-07-11 10:00:07,28.09,0.17755183141017028,0.005825509262242757
2023-07-11 10:00:08,28.09,0.177152799585663,0.006587069554860688
2023-07-11 10:00:09,28.08,0.16675376776115058,0.006929463609051645
2023-07-11 10:00:10,28.1,0.18635473593664642,0.008558592964157985
2023-07-11 10:00:11,28.08,0.16595570411213245,0.008347033808834756
2023-07-11 10:00:12,28.09,0.17555667228762317,0.009597016401494357
2023-07-11 10:00:13,28.09,0.17515764046311588,0.010340361009576849
2023-07-11 10:00:14,28.09,0.17475860863860504,0.01108002184572556
2023-07-11 10:00:15,28.09,0.17435957681409775,0.011815985684641766
2023-07-11 10:00:16,28.08,0.16396054498958534,0.01182691268944279
2023-07-11 10:00:17,28.08,0.16356151316507805,0.012511809659122613
2023-07-11 10:00:18,28.09,0.17316248134056877,0.01400156502881514
2023-07-11 10:00:19,28.09,0.17276344951605793,0.01472261137916086
2023-07-11 10:00:20,28.09,0.17236441769155064,0.015439896672776012
2023-07-11 10:00:21,28.09,0.1719653858670398,0.016153408512724694
2023-07-11 10:00:22,28.11,0.19156635404253208,0.018828920384262066
2023-07-11 10:00:23,28.12,0.2011673222180228,0.02064834163064544
2023-07-11 10:00:24,28.11,0.1907682903935104,0.02041106130332246
2023-07-11 10:00:25,28.12,0.20036925856900467,0.022309777752122402
2023-07-11 10:00:26,28.13,0.20997022674449184,0.024291562032715628
2023-07-11 10:00:27,28.13,0.20957119491998455,0.025155979641837325
2023-07-11 10:00:28,28.13,0.2091721630954737,0.026016448995130552
2023-07-11 10:00:29,28.13,0.20877313127096642,0.026872955486274833
2023-07-11 10:00:30,28.13,0.20837409944645557,0.027725484651148487
2023-07-11 10:00:31,28.13,0.20797506762194473,0.02857402216807163
2023-07-11 10:00:32,28.12,0.19757603579743943,0.02800131155716446
2023-07-11 10:00:33,28.13,0.2071770039729266,0.030259065684959303
2023-07-11 10:00:34,28.13,0.2067779721484193,0.031095543755868617
2023-07-11 10:00:35,28.14,0.21637894032391003,0.03347503015307926
2023-07-11 10:00:36,28.15,0.2259799084993972,0.035936881528591175
2023-07-11 10:00:37,28.15,0.2255808766748899,0.03684754160767527
2023-07-11 10:00:38,28.13,0.2051818448503795,0.03440084564240715
2023-07-11 10:00:39,28.13,0.2047828130258722,0.03521695156408776
2023-07-11 10:00:40,28.13,0.20438378120136136,0.03602894339011689
2023-07-11 10:00:41,28.13,0.20398474937685407,0.03683680823553341
2023-07-11 10:00:42,28.13,0.20358571755234323,0.03764053336018842
2023-07-11 10:00:43,28.13,0.20318668572783238,0.03844010616894143
2023-07-11 10:00:44,28.13,0.2027876539033251,0.039235514211846206
2023-07-11 10:00:45,28.12,0.19238862207881624,0.038049028019543366
2023-07-11 10:00:46,28.11,0.1819895902543074,0.036772609669095596
2023-07-11 10:00:47,28.11,0.18159055842979654,0.03746978460813932
2023-07-11 10:00:48,28.1,0.1711915266052877,0.0360566107578376
2023-07-11 10:00:49,28.08,0.15079249478077728,0.03240481917364425
2023-07-11 10:00:50,28.08,0.15039346295626643,0.03296142626390373
2023-07-11 10:00:51,28.06,0.12999443113175957,0.029045296702409972
2023-07-11 10:00:52,28.04,0.10959539930724915,0.0249546135956763
2023-07-11 10:00:53,28.04,0.10919636748274186,0.02532875117861939
2023-07-11 10:00:54,28.03,0.09879733565823301,0.023336908241414007
2023-07-11 10:00:55,28.0,0.06839830383372103,0.016447006903584794
2023-07-11 10:00:56,27.99,0.05799927200921218,0.014192657464219691
2023-07-11 10:00:57,27.98,0.047600240184703324,0.011849801780310948
2023-07-11 10:00:58,27.98,0.047201208360196034,0.011950377890795456
2023-07-11 10:00:59,27.96,0.026802176535685618,0.006899147587566538
2023-07-11 10:01:00,27.94,0.0064031447111752016,0.0016752901663380955
2023-07-11 10:01:01,27.94,0.006004112886667912,0.0015962299047479985
2023-07-11 10:01:02,27.91,-0.024394918937844068,-0.006588373217407968
2023-07-11 10:01:03,27.92,-0.014793950762349795,-0.004057711777435812
2023-07-11 10:01:04,27.89,-0.045192982586861774,-0.012585651743536786
2023-07-11 10:01:05,27.86,-0.0755920144113702,-0.02136884672615882
2023-07-11 10:01:06,27.86,-0.07599104623588104,-0.021800376326140184
2023-07-11 10:01:07,27.85,-0.0863900780603899,-0.025145530235844153
2023-07-11 10:01:08,27.84,-0.09678910988489875,-0.02857726372297568
2023-07-11 10:01:09,27.83,-0.10718814170941116,-0.03209539435854533
2023-07-11 10:01:10,27.83,-0.10758717353391845,-0.03266371338991162
2023-07-11 10:01:11,27.84,-0.09798620535842772,-0.03015705085184818
2023-07-11 10:01:12,27.84,-0.09838523718293857,-0.030689156375112506
2023-07-11 10:01:13,27.83,-0.10878426900744742,-0.03438481838239815
2023-07-11 10:01:14,27.83,-0.10918330083195826,-0.03496385028780812
2023-07-11 10:01:15,27.82,-0.11958233265646356,-0.03878924817073203
2023-07-11 10:01:16,27.84,-0.09998136448097483,-0.032844728873635085
2023-07-11 10:01:17,27.83,-0.11038039630548369,-0.03671671348001412
2023-07-11 10:01:18,27.82,-0.12077942812999254,-0.040673814218684066
2023-07-11 10:01:19,27.81,-0.13117845995450494,-0.0447158220631498
2023-07-11 10:01:20,27.82,-0.12157749177901067,-0.04194276627669229
2023-07-11 10:01:21,27.83,-0.1119765236035235,-0.03909004820614212
