datetime,t,rh,p,t_det,rh_det,p_det,t_tap,rh_tap,p_tap
2023-07-08 14:42:08,40.45,17.434,1005.565,3.119962570165285,-2.605171722778394,0.19273757451128404,3.119962570165285,-2.605171722778394,0.19273757451128404
2023-07-08 14:42:09,40.36,17.238,1005.557,3.0301827194480566,-2.801205401800658,0.18480479740810551,3.0301827194480566,-2.801205401800658,0.18480479740810551
2023-07-08 14:42:10,40.16,17.22,1005.581,2.830402868730829,-2.8192390808229213,0.2088720203048524,2.830402868730829,-2.8192390808229213,0.2088720203048524
2023-07-08 14:42:11,40.17,17.06,1005.562,2.8406230180136163,-2.979272759845184,0.18993924320170663,2.8406230180136163,-2.979272759845184,0.18993924320170663
2023-07-08 14:42:12,40.23,17.105,1005.508,2.9008431672963866,-2.934306438867445,0.13600646609859268,2.9008431672963866,-2.934306438867445,0.13600646609859268
2023-07-08 14:42:13,40.12,17.218,1005.587,2.7910633165791623,-2.8213401178897044,0.21507368899540324,2.7910633165791623,-2.8213401178897044,0.21507368899540324
2023-07-08 14:42:14,39.93,17.125,1005.518,2.601283465861947,-2.914373796911967,0.14614091189230294,2.601283465861947,-2.914373796911967,0.14614091189230294
2023-07-08 14:42:15,39.81,17.303,1005.458,2.4815036151447245,-2.7364074759342287,0.0862081347891035,2.4815036151447245,-2.7364074759342287,0.0862081347891035
2023-07-08 14:42:16,39.78,17.216,1005.554,2.4517237644274985,-2.823441154956491,0.18227535768585312,2.4517237644274985,-2.823441154956491,0.18227535768585312
2023-07-08 14:42:17,39.75,17.311,1005.466,2.4219439137102796,-2.728474833978755,0.09434258058274736,2.4219439137102796,-2.728474833978755,0.09434258058274736
2023-07-08 14:42:18,39.71,17.395,1005.571,2.3821640629930556,-2.6445085130010177,0.19940980347962523,2.3821640629930556,-2.6445085130010177,0.19940980347962523
2023-07-08 14:42:19,39.66,17.458,1005.504,2.3323842122758265,-2.5815421920232815,0.13247702637647762,2.3323842122758265,-2.5815421920232815,0.13247702637647762
2023-07-08 14:42:20,39.65,17.424,1005.487,2.3226043615586107,-2.615575871045543,0.11554424927328455,2.3226043615586107,-2.615575871045543,0.11554424927328455
2023-07-08 14:42:21,39.68,17.48,1005.464,2.352824510841387,-2.5596095500678047,0.09261147217023336,2.352824510841387,-2.5596095500678047,0.09261147217023336
2023-07-08 14:42:22,39.68,17.639,1005.492,2.3530446601241692,-2.4006432290900683,0.12067869506688567,2.3530446601241692,-2.4006432290900683,0.12067869506688567
2023-07-08 14:42:23,39.65,17.595,1005.515,2.3232648094069432,-2.4446769081123314,0.1437459179637699,2.3232648094069432,-2.4446769081123314,0.1437459179637699
2023-07-08 14:42:24,39.61,17.594,1005.546,2.2834849586897192,-2.4457105871345917,0.17481314086069233,2.2834849586897192,-2.4457105871345917,0.17481314086069233
2023-07-08 14:42:25,39.54,17.848,1005.508,2.213705107972501,-2.1917442661568565,0.1368803637575411,2.213705107972501,-2.1917442661568565,0.1368803637575411
2023-07-08 14:42:26,39.41,18.152,1005.498,2.0839252572552738,-1.887777945179117,0.12694758665440986,2.0839252572552738,-1.887777945179117,0.12694758665440986
2023-07-08 14:42:27,39.43,18.078,1005.513,2.104145406538052,-1.9618116242013812,0.1420148095512559,2.104145406538052,-1.9618116242013812,0.1420148095512559
2023-07-08 14:42:28,39.48,18.176,1005.544,2.1543655558208314,-1.8638453032236448,0.17308203244806464,2.1543655558208314,-1.8638453032236448,0.17308203244806464
2023-07-08 14:42:29,39.44,18.366,1005.549,2.1145857051036074,-1.6738789822459061,0.17814925534480608,2.1145857051036074,-1.6738789822459061,0.17814925534480608
2023-07-08 14:42:30,39.38,18.311,1005.51,2.0548058543863874,-1.7289126612681684,0.1392164782416785,2.0548058543863874,-1.7289126612681684,0.1392164782416785
2023-07-08 14:42:31,39.39,18.237,1005.472,2.0650260036691677,-1.8029463402904327,0.10128370113852725,2.0650260036691677,-1.8029463402904327,0.10128370113852725
2023-07-08 14:42:32,39.45,18.271,1005.492,2.125246152951945,-1.7689800193126928,0.12135092403536873,2.125246152951945,-1.7689800193126928,0.12135092403536873
2023-07-08 14:42:33,39.47,18.218,1005.499,2.1454663022347162,-1.8220136983349562,0.12841814693229026,2.1454663022347162,-1.8220136983349562,0.12841814693229026
2023-07-08 14:42:34,39.5,18.124,1005.486,2.1756864515174996,-1.9160473773572164,0.11548536982911628,2.1756864515174996,-1.9160473773572164,0.11548536982911628
2023-07-08 14:42:35,39.53,18.199,1005.483,2.205906600800276,-1.8410810563794762,0.11255259272581952,2.205906600800276,-1.8410810563794762,0.11255259272581952
2023-07-08 14:42:36,39.58,18.234,1005.522,2.2561267500830553,-1.8061147354017386,0.15161981562278015,2.2561267500830553,-1.8061147354017386,0.15161981562278015
2023-07-08 14:42:37,39.47,18.005,1005.499,2.146346899365831,-2.035148414424004,0.12868703851961527,2.146346899365831,-2.035148414424004,0.12868703851961527
2023-07-08 14:42:38,39.33,18.063,1005.479,2.0065670486486056,-1.9771820934462667,0.10875426141649314,2.0065670486486056,-1.9771820934462667,0.10875426141649314
2023-07-08 14:42:39,39.45,18.122,1005.492,2.1267871979313924,-1.9182157724685283,0.12182148431327278,2.1267871979313924,-1.9182157724685283,0.12182148431327278
2023-07-08 14:42:40,39.53,18.049,1005.547,2.207007347214166,-1.9912494514907912,0.17688870721019612,2.207007347214166,-1.9912494514907912,0.17688870721019612
2023-07-08 14:42:41,39.48,18.005,1005.516,2.1572274964969367,-2.0352831305130543,0.14595593010687935,2.1572274964969367,-2.0352831305130543,0.14595593010687935
2023-07-08 14:42:42,39.36,18.096,1005.503,2.0374476457797215,-1.9443168095353158,0.13302315300381906,2.0374476457797215,-1.9443168095353158,0.13302315300381906
2023-07-08 14:42:43,39.24,18.177,1005.553,1.9176677950624992,-1.863350488557579,0.18309037590063326,1.9176677950624992,-1.863350488557579,0.18309037590063326
2023-07-08 14:42:44,39.25,18.305,1005.507,1.9278879443452723,-1.7353841675798414,0.13715759879744382,1.9278879443452723,-1.7353841675798414,0.13715759879744382
2023-07-08 14:42:45,39.27,18.285,1005.431,1.9481080936280577,-1.7554178466021035,0.06122482169439536,1.9481080936280577,-1.7554178466021035,0.06122482169439536
