datetime,t,t_det,t_tap
2023-08-14 12:45:00,37.69,0.9979346264277638,0.0013750452189056218
2023-08-14 12:45:01,37.69,0.9978254907917403,0.004124674084246692
2023-08-14 12:45:02,37.7,1.007716355155722,0.006942564153791572
2023-08-14 12:45:03,37.72,1.0276072195196946,0.009911365199291327
2023-08-14 12:45:04,37.72,1.0274980838836711,0.012741701433576221
2023-08-14 12:45:05,37.71,1.0173889482476497,0.015419777178423962
2023-08-14 12:45:06,37.72,1.0272798126116243,0.018400257757741692
2023-08-14 12:45:07,37.72,1.0271706769756008,0.021228434924894825
2023-08-14 12:45:08,37.73,1.0370615413395754,0.0242900696342114
2023-08-14 12:45:09,37.76,1.066952405703553,0.027929557971062814
2023-08-14 12:45:10,37.73,1.0368432700675285,0.029997621965525082
2023-08-14 12:45:11,37.78,1.0867341344315093,0.034434475351695235
2023-08-14 12:45:12,37.79,1.096624998795484,0.03776828657630885
2023-08-14 12:45:13,37.66,0.9665158631594579,0.03594906418056608
2023-08-14 12:45:14,37.69,0.9964067275234356,0.039804676149522863
2023-08-14 12:45:15,37.56,0.8662975918874167,0.03699233573830879
2023-08-14 12:45:16,37.44,0.7461884562513887,0.03391781182796569
2023-08-14 12:45:17,37.48,0.7860793206153645,0.03789492778908136
2023-08-14 12:45:18,37.26,0.5659701849793422,0.028841786199419187
2023-08-14 12:45:19,37.04,0.34586104934331985,0.01857685730848056
2023-08-14 12:45:20,37.09,0.3957519137073007,0.022345540884671704
2023-08-14 12:45:21,37.17,0.47564277807127553,0.028165032795445355
2023-08-14 12:45:22,37.15,0.45553364243524896,0.02822732192010134
2023-08-14 12:45:23,37.05,0.3554245067992241,0.023001525527897686
2023-08-14 12:45:24,36.88,0.18531537116320607,0.01250237565679358
2023-08-14 12:45:25,36.8,0.10520623552717723,0.0073870184495609505
2023-08-14 12:45:26,36.77,0.07509709989115976,0.005479336442862358
2023-08-14 12:45:27,36.71,0.014987964255134045,0.0011347614567320831
2023-08-14 12:45:28,36.58,-0.11512117138089195,-0.009032303005675046
2023-08-14 12:45:29,36.52,-0.17523030701691056,-0.014229766715245206
2023-08-14 12:45:30,36.48,-0.21533944265294025,-0.018078274214952478
2023-08-14 12:45:31,36.46,-0.2354485782889597,-0.02041296420156574
2023-08-14 12:45:32,36.51,-0.185557713924986,-0.01659688647115272
2023-08-14 12:45:33,36.46,-0.23566684956100659,-0.02172557362690122
2023-08-14 12:45:34,36.36,-0.33577598519703145,-0.03187566652932416
2023-08-14 12:45:35,36.24,-0.4558851208330523,-0.044528269345662966
2023-08-14 12:45:36,36.15,-0.5459942564690792,-0.05482686069082115
2023-08-14 12:45:37,36.11,-0.5861033921051018,-0.06046126614369036
2023-08-14 12:45:38,36.12,-0.5762125277411272,-0.06102016157976334
2023-08-14 12:45:39,36.05,-0.6463216633771509,-0.07021547312994302
2023-08-14 12:45:40,35.97,-0.7264307990131726,-0.08090815148775232
2023-08-14 12:45:41,35.97,-0.7265399346491961,-0.08290972609887272
2023-08-14 12:45:42,35.96,-0.7366490702852175,-0.0860798006370349
2023-08-14 12:45:43,35.93,-0.7667582059212421,-0.09169634996482527
2023-08-14 12:45:44,35.86,-0.8368673415572658,-0.10236996842323344
2023-08-14 12:45:45,35.8,-0.8969764771932915,-0.11217571994201457
2023-08-14 12:45:46,35.86,-0.8370856128293127,-0.10697409450798005
2023-08-14 12:45:47,35.91,-0.787194748465339,-0.102749533052802
2023-08-14 12:45:48,35.92,-0.7773038841013573,-0.1035818833004272
2023-08-14 12:45:49,35.95,-0.7474130197373796,-0.10163964710101832
2023-08-14 12:45:50,35.97,-0.727522155373407,-0.10092060675799397
2023-08-14 12:45:51,35.92,-0.7776312910094276,-0.1099935110292187
2023-08-14 12:45:52,35.9,-0.7977404266454542,-0.11501375056417491
2023-08-14 12:45:53,35.9,-0.7978495622814776,-0.11720477449751963
2023-08-14 12:45:54,35.89,-0.8079586979174991,-0.12089176501453817
2023-08-14 12:45:55,35.9,-0.7980678335535245,-0.12158592014990136
2023-08-14 12:45:56,35.95,-0.7481769691895437,-0.11602233862174527
2023-08-14 12:45:57,35.98,-0.7182861048255731,-0.11334213080733618
2023-08-14 12:45:58,35.97,-0.7283952404615945,-0.11691901688454033
2023-08-14 12:45:59,35.93,-0.7685043760976171,-0.125447069736206
2023-08-14 12:46:00,36.03,-0.6686135117336391,-0.11095877413117754
2023-08-14 12:46:01,36.07,-0.6287226473696634,-0.10604694383209347
2023-08-14 12:46:02,35.96,-0.7388317830056863,-0.1266255160801294
2023-08-14 12:46:03,35.95,-0.7489409186417078,-0.13039097249147608
2023-08-14 12:46:04,35.99,-0.709050054277732,-0.1253696293187363
2023-08-14 12:46:05,36.11,-0.589159189913758,-0.10576892125679235
2023-08-14 12:46:06,36.21,-0.48926832554978006,-0.08916207041322725
2023-08-14 12:46:07,36.23,-0.4693774611858075,-0.08680876450828572
2023-08-14 12:46:08,36.38,-0.31948659682182523,-0.05995230031110359
2023-08-14 12:46:09,36.52,-0.1795957324578481,-0.03418750539400034
2023-08-14 12:46:10,36.62,-0.07970486809387722,-0.015388043668079738
2023-08-14 12:46:11,36.64,-0.059814003729897536,-0.011709547268515258
2023-08-14 12:46:12,36.65,-0.049923139365922964,-0.009908130503880683
2023-08-14 12:46:13,36.75,0.04996772499805502,0.010051902481811056
2023-08-14 12:46:14,36.78,0.07985858936203272,0.016280497670674427
2023-08-14 12:46:15,36.79,0.08974945372600729,0.018538980365111604
2023-08-14 12:46:16,36.82,0.11964031808998499,0.025035846140711658
2023-08-14 12:46:17,36.82,0.11953118245396155,0.02533502221757422
2023-08-14 12:46:18,36.81,0.1094220468179401,0.023486961953662278
2023-08-14 12:46:19,36.81,0.10931291118191666,0.023757668302535506
2023-08-14 12:46:20,36.76,0.05920377554588896,0.013026335860954
2023-08-14 12:46:21,36.81,0.10909463990986978,0.02429677665305988
2023-08-14 12:46:22,36.83,0.12898550427384237,0.029073146410294678
2023-08-14 12:46:23,36.85,0.14887636863782205,0.03395610391087632
2023-08-14 12:46:24,36.82,0.11876723300179748,0.027407301555512503
2023-08-14 12:46:25,36.82,0.11865809736577404,0.02770018271400257
2023-08-14 12:46:26,36.81,0.10854896172975259,0.025631027474631685
2023-08-14 12:46:27,36.87,0.16843982609372432,0.04022361104784871
2023-08-14 12:46:28,36.98,0.2783306904577003,0.06721024193270189
2023-08-14 12:46:29,37.06,0.3582215548216823,0.087459622857528
2023-08-14 12:46:30,37.12,0.418112419185654,0.10319891792385505
2023-08-14 12:46:31,37.2,0.49800328354963597,0.12424711988568564
2023-08-14 12:46:32,37.25,0.5478941479136097,0.13815602974036098
2023-08-14 12:46:33,37.29,0.5877850122775854,0.14978174103048833
2023-08-14 12:46:34,37.32,0.6176758766415631,0.15904403892665292
2023-08-14 12:46:35,37.34,0.6375667410055428,0.16586282189652482
2023-08-14 12:46:36,37.38,0.6774576053695185,0.17804239309454456
2023-08-14 12:46:37,37.39,0.6873484697334931,0.18246871776742526
2023-08-14 12:46:38,37.42,0.7172393340974708,0.1923086837922058
2023-08-14 12:46:39,37.44,0.7371301984614433,0.19959812934500382
2023-08-14 12:46:40,37.47,0.767021062825421,0.20972588428352196
2023-08-14 12:46:41,37.49,0.7869119271894007,0.2172497253567264
2023-08-14 12:46:42,37.54,0.8368027915533744,0.2332390792593353
2023-08-14 12:46:43,37.59,0.8866936559173553,0.2494907411428199
2023-08-14 12:46:44,37.62,0.9165845202813259,0.26032406847798034
2023-08-14 12:46:45,37.65,0.9464753846453036,0.27131337983616766
2023-08-14 12:46:46,37.68,0.9763662490092813,0.28245846221763066
2023-08-14 12:46:47,37.69,0.9862571133732558,0.28792045132441413
2023-08-14 12:46:48,37.69,0.9861479777372324,0.2904867225370635
2023-08-14 12:46:49,37.69,0.986038842101209,0.2930502128770382
2023-08-14 12:46:50,37.7,0.9959297064651906,0.2986091993044128
2023-08-14 12:46:51,37.68,0.9758205708291641,0.29514420056412155
2023-08-14 12:46:52,37.68,0.9757114351931406,0.29767297894040773
2023-08-14 12:46:53,37.68,0.9756022995571172,0.3001989238571878
2023-08-14 12:46:54,37.66,0.9554931639210906,0.29651547357314273
2023-08-14 12:46:55,37.65,0.9453840282850692,0.2958538676032993
2023-08-14 12:46:56,37.62,0.9152748926490446,0.2888258588867
2023-08-14 12:46:57,37.58,0.875165757013022,0.2784564311050221
2023-08-14 12:46:58,37.57,0.8650566213770006,0.2774989232239357
2023-08-14 12:46:59,37.55,0.844947485740974,0.27325257611926185
2023-08-14 12:47:00,37.52,0.8148383501049565,0.2656392529463699
2023-08-14 12:47:01,37.49,0.784729214468932,0.2578670300698162
2023-08-14 12:47:02,37.48,0.7746200788329034,0.2565602737881156
2023-08-14 12:47:03,37.46,0.7545109431968839,0.251860928206062
2023-08-14 12:47:04,37.48,0.7744018075608565,0.2605113265702623
2023-08-14 12:47:05,37.47,0.7642926719248351,0.2590930709519209
2023-08-14 12:47:06,37.41,0.7041835362888094,0.24054100429557876
2023-08-14 12:47:07,37.45,0.7440744006527922,0.25609346640041825
2023-08-14 12:47:08,37.46,0.7539652650167668,0.2614475119015228
2023-08-14 12:47:09,37.47,0.7638561293807413,0.26685070351187706
2023-08-14 12:47:10,37.5,0.793746993744719,0.27934150056623075
2023-08-14 12:47:11,37.52,0.8136378581086987,0.2884393244472856
2023-08-14 12:47:12,37.58,0.8735287224726704,0.3119207169576141
2023-08-14 12:47:13,37.65,0.9434195868366473,0.33930461062172035
2023-08-14 12:47:14,37.71,1.0033104512006261,0.36342311929653087
2023-08-14 12:47:15,37.77,1.063201315564605,0.3878465438573853
2023-08-14 12:47:16,37.8,1.0930921799285755,0.4015536957066363
2023-08-14 12:47:17,37.83,1.1229830442925532,0.41541102438247696
2023-08-14 12:47:18,37.81,1.1028739086565338,0.4107944401423079
2023-08-14 12:47:19,37.8,1.0927647730205052,0.40982220290362686
2023-08-14 12:47:20,37.79,1.0826556373844838,0.4087952029356235
2023-08-14 12:47:21,37.8,1.0925465017484584,0.41531622523654216
2023-08-14 12:47:22,37.68,0.9724373661124375,0.372135669023975
2023-08-14 12:47:23,37.54,0.8323282304764135,0.320636129221098
2023-08-14 12:47:24,37.57,0.8622190948403912,0.33434236836355485
2023-08-14 12:47:25,37.61,0.9021099592043669,0.3521010064082374
2023-08-14 12:47:26,37.61,0.9020008235683434,0.3543456319926655
2023-08-14 12:47:27,37.62,0.911891687932318,0.3605407810077552
2023-08-14 12:47:28,37.62,0.9117825522962946,0.3628041992323562
2023-08-14 12:47:29,37.62,0.9116734166602711,0.36506431036160936
2023-08-14 12:47:30,37.55,0.8415642810242474,0.3391141163475017
2023-08-14 12:47:31,37.51,0.8014551453882248,0.3249720213629795
2023-08-14 12:47:32,37.49,0.7813460097522054,0.318785283297871
2023-08-14 12:47:33,37.47,0.7612368741161788,0.31249493578174214
2023-08-14 12:47:34,37.45,0.7411277384801593,0.3061011515839432
2023-08-14 12:47:35,37.44,0.7310186028441308,0.3037593945553776
2023-08-14 12:47:36,37.46,0.7509094672081105,0.3139056708257645
2023-08-14 12:47:37,37.45,0.740800331572089,0.3115330794444601
2023-08-14 12:47:38,37.44,0.7306911959360605,0.3091075713941054
2023-08-14 12:47:39,37.41,0.7005820603000359,0.29811863136360395
2023-08-14 12:47:40,37.4,0.6904729246640144,0.2955376960817745
2023-08-14 12:47:41,37.38,0.670363789027995,0.2885990500750067
2023-08-14 12:47:42,37.35,0.6402546533919704,0.2772282085145559
2023-08-14 12:47:43,37.32,0.6101455177559458,0.2657056765633912
2023-08-14 12:47:44,37.25,0.5400363821199221,0.23651340883213184
2023-08-14 12:47:45,37.2,0.4899272464839015,0.21578064472562908
2023-08-14 12:47:46,37.16,0.4498181108478718,0.1992273569592743
2023-08-14 12:47:47,37.13,0.41970897521186146,0.18692811287505876
