datetime,t,t_det,t_tap
2023-08-11 15:45:00,26.92,0.0925287950355802,0.0002024286565791736
2023-08-11 15:45:01,26.91,0.08268268696910042,0.0005426604257041599
2023-08-11 15:45:02,26.91,0.08283657890261864,0.0009061058424363732
2023-08-11 15:45:03,26.9,0.07299047083613885,0.001117744811073902
2023-08-11 15:45:04,26.88,0.05314436276966106,0.0010463261621564649
2023-08-11 15:45:05,26.88,0.053298254703182835,0.0012825053522211977
2023-08-11 15:45:06,26.87,0.04345214663670305,0.0012356386155085942
2023-08-11 15:45:07,26.85,0.023606038570225252,0.000774518602503302
2023-08-11 15:45:08,26.84,0.013759930503745466,0.0005116352635138145
2023-08-11 15:45:09,26.83,0.003913822437265679,0.00016263914462291855
2023-08-11 15:45:10,26.83,0.004067714370787456,0.00018681527689138667
2023-08-11 15:45:11,26.82,-0.00577839369569233,-0.00029063446656893416
2023-08-11 15:45:12,26.83,0.004375498237827458,0.00023919186782227588
2023-08-11 15:45:13,26.82,-0.005470609828648776,-0.00032295525574106834
2023-08-11 15:45:14,26.81,-0.015316717895128562,-0.0009711084919072215
2023-08-11 15:45:15,26.8,-0.02516282596160835,-0.001705232352476417
2023-08-11 15:45:16,26.8,-0.02500893402808657,-0.0018039613080390914
2023-08-11 15:45:17,26.79,-0.03485504209456636,-0.002666273036418888
2023-08-11 15:45:18,26.78,-0.04470115016104259,-0.0036144438217635693
2023-08-11 15:45:19,26.77,-0.05454725822752238,-0.004648425850098013
2023-08-11 15:45:20,26.77,-0.05439336629400415,-0.004872397485000468
2023-08-11 15:45:21,26.76,-0.06423947436048039,-0.0060342752511244446
2023-08-11 15:45:22,26.75,-0.07408558242696017,-0.0072818190861909235
2023-08-11 15:45:23,26.76,-0.06393169049343683,-0.006562116410251164
2023-08-11 15:45:24,26.76,-0.06377779855991861,-0.006823841391628541
2023-08-11 15:45:25,26.76,-0.06362390662639683,-0.007084096765611703
2023-08-11 15:45:26,26.76,-0.06347001469287505,-0.007342878192942622
2023-08-11 15:45:27,26.75,-0.07331612275935484,-0.00880053621995597
2023-08-11 15:45:28,26.74,-0.08316223082583463,-0.010343565341503217
2023-08-11 15:45:29,26.73,-0.09300833889231441,-0.011971889944312563
2023-08-11 15:45:30,26.7,-0.12285444695879377,-0.016346556949879656
2023-08-11 15:45:31,26.7,-0.122700555025272,-0.016858022547683836
2023-08-11 15:45:32,26.72,-0.10254666309175064,-0.01453334687473723
2023-08-11 15:45:33,26.71,-0.11239277115823043,-0.01641543308269829
2023-08-11 15:45:34,26.7,-0.12223887922471022,-0.018382443633173876
2023-08-11 15:45:35,26.71,-0.11208498729118688,-0.017340173325848304
2023-08-11 15:45:36,26.7,-0.12193109535766666,-0.019390322607071544
2023-08-11 15:45:37,26.69,-0.13177720342414645,-0.0215251667503375
2023-08-11 15:45:38,26.67,-0.15162331149062425,-0.02542120692102713
2023-08-11 15:45:39,26.67,-0.15146941955710247,-0.026048529821245454
2023-08-11 15:45:40,26.68,-0.14131552762358268,-0.024911219055480747
2023-08-11 15:45:41,26.69,-0.13116163569005934,-0.023685966899650218
2023-08-11 15:45:42,26.67,-0.1510077437565407,-0.027919502825896697
2023-08-11 15:45:43,26.67,-0.15085385182301891,-0.028539458967494172
2023-08-11 15:45:44,26.68,-0.14069995988949913,-0.02722273851288003
2023-08-11 15:45:45,26.67,-0.15054606795597536,-0.02977375426880666
2023-08-11 15:45:46,26.66,-0.1603921760224587,-0.032408660707510716
2023-08-11 15:45:47,26.67,-0.15023828408893536,-0.031000489196056934
2023-08-11 15:45:48,26.69,-0.130084392155414,-0.0273985657271006
2023-08-11 15:45:49,26.68,-0.1399305002218938,-0.03007061169165095
2023-08-11 15:45:50,26.69,-0.12977660828837045,-0.02844287258762403
2023-08-11 15:45:51,26.69,-0.12962271635485223,-0.028962242637016966
2023-08-11 15:45:52,26.7,-0.11946882442133244,-0.027202769176523728
2023-08-11 15:45:53,26.71,-0.1093149324878091,-0.02535625304137425
2023-08-11 15:45:54,26.7,-0.11916104055428889,-0.028147016828334058
2023-08-11 15:45:55,26.71,-0.1090071486207691,-0.026211780488948247
2023-08-11 15:45:56,26.71,-0.10885325668724732,-0.026636834093046884
2023-08-11 15:45:57,26.71,-0.10869936475372555,-0.027060071986596722
2023-08-11 15:45:58,26.71,-0.10854547282020377,-0.02748148752120453
2023-08-11 15:45:59,26.71,-0.10839158088668199,-0.02790107410833625
2023-08-11 15:46:00,26.71,-0.10823768895316377,-0.02831882521941573
2023-08-11 15:46:01,26.7,-0.11808379701964355,-0.031393295167298704
2023-08-11 15:46:02,26.69,-0.1279299050861198,-0.034550225910667566
2023-08-11 15:46:03,26.7,-0.1177760131526,-0.03230381953717094
2023-08-11 15:46:04,26.71,-0.10762212121908021,-0.029971346435493162
2023-08-11 15:46:05,26.71,-0.10746822928555844,-0.030379824342786216
2023-08-11 15:46:06,26.72,-0.09731433735203865,-0.0279176203156641
2023-08-11 15:46:07,26.72,-0.09716044541851687,-0.028280457349413986
2023-08-11 15:46:08,26.71,-0.1070065534849931,-0.03159399340136363
2023-08-11 15:46:09,26.72,-0.09685266155147687,-0.02900063680175213
2023-08-11 15:46:10,26.73,-0.08669876961795353,-0.026321945907111427
2023-08-11 15:46:11,26.73,-0.08654487768443175,-0.02663577253297431
2023-08-11 15:46:12,26.72,-0.09639098575091154,-0.030067092579759043
2023-08-11 15:46:13,26.72,-0.09623709381739332,-0.030418874187906147
2023-08-11 15:46:14,26.72,-0.09608320188387154,-0.030768795779597923
2023-08-11 15:46:15,26.71,-0.10592930995034777,-0.03436057986945734
2023-08-11 15:46:16,26.7,-0.11577541801682756,-0.038033209835999546
2023-08-11 15:46:17,26.7,-0.11562152608330578,-0.03846011236971627
2023-08-11 15:46:18,26.7,-0.11546763414978756,-0.03888500858461325
2023-08-11 15:46:19,26.7,-0.11531374221626578,-0.039307892318348456
2023-08-11 15:46:20,26.69,-0.125159850282742,-0.04317863669351615
2023-08-11 15:46:21,26.69,-0.12500595834922024,-0.04363851261562341
2023-08-11 15:46:22,26.69,-0.12485206641570201,-0.04409629111393458
2023-08-11 15:46:23,26.7,-0.11469817448218222,-0.04097918139469642
2023-08-11 15:46:24,26.69,-0.12454428254865846,-0.045005529123607814
2023-08-11 15:46:25,26.69,-0.12439039061513668,-0.04545697543828935
2023-08-11 15:46:26,26.7,-0.1142364986816169,-0.04221122455391434
2023-08-11 15:46:27,26.69,-0.12408260674809668,-0.04635349017982609
2023-08-11 15:46:28,26.69,-0.1239287148145749,-0.04679854579769831
2023-08-11 15:46:29,26.7,-0.11377482288105512,-0.04342473248078639
2023-08-11 15:46:30,26.69,-0.12362093094753135,-0.047682221991232066
2023-08-11 15:46:31,26.69,-0.12346703901401312,-0.04812083014707014
2023-08-11 15:46:32,26.69,-0.12331314708049135,-0.04855727683743828
2023-08-11 15:46:33,26.69,-0.12315925514696957,-0.04899155601508844
2023-08-11 15:46:34,26.69,-0.1230053632134478,-0.04942366169796694
2023-08-11 15:46:35,26.69,-0.12285147127992957,-0.04985358796928715
2023-08-11 15:46:36,26.7,-0.11269757934640978,-0.046183340309402784
2023-08-11 15:46:37,26.71,-0.10254368741288644,-0.04243115621175991
2023-08-11 15:46:38,26.71,-0.10238979547936466,-0.04277492244946282
2023-08-11 15:46:39,26.71,-0.10223590354584289,-0.043116646222933964
2023-08-11 15:46:40,26.7,-0.11208201161232623,-0.04771332455263082
2023-08-11 15:46:41,26.69,-0.12192811967880246,-0.05238705485460661
2023-08-11 15:46:42,26.69,-0.12177422774528068,-0.05280156507114144
2023-08-11 15:46:43,26.67,-0.14162033581175848,-0.06196466556255467
2023-08-11 15:46:44,26.67,-0.14146644387824026,-0.06245332611765387
2023-08-11 15:46:45,26.65,-0.1613125519447216,-0.0718474371701374
2023-08-11 15:46:46,26.65,-0.16115866001119983,-0.07240954786913129
2023-08-11 15:46:47,26.66,-0.1510047680776765,-0.06843696309199473
2023-08-11 15:46:48,26.66,-0.1508508761441547,-0.06895492734266896
2023-08-11 15:46:49,26.66,-0.1506969842106365,-0.06947037369870605
2023-08-11 15:46:50,26.67,-0.14054309227711315,-0.06533457322973679
2023-08-11 15:46:51,26.69,-0.1203892003435918,-0.05643143419972034
2023-08-11 15:46:52,26.68,-0.13023530841007158,-0.061549490542640896
2023-08-11 15:46:53,26.69,-0.1200814164765518,-0.0572132286208883
2023-08-11 15:46:54,26.71,-0.09992752454303044,-0.047994789338066945
2023-08-11 15:46:55,26.71,-0.09977363260950867,-0.048303322916667724
2023-08-11 15:46:56,26.71,-0.09961974067598689,-0.0486097533839934
2023-08-11 15:46:57,26.7,-0.10946584874246668,-0.05383175333728272
2023-08-11 15:46:58,26.7,-0.10931195680894845,-0.0541720198822385
2023-08-11 15:46:59,26.71,-0.09915806487542511,-0.04951639640677556
2023-08-11 15:47:00,26.71,-0.09900417294190333,-0.04981438503158522
2023-08-11 15:47:01,26.72,-0.08885028100838355,-0.04504094774286544
2023-08-11 15:47:02,26.71,-0.09869638907486333,-0.05040400710519654
