datetime,t,t_det,t_tap
2023-08-11 12:20:00,29.55,-1.7796200016669879,-0.002333405476401214
2023-08-11 12:20:01,29.57,-1.759438937790108,-0.006920817429789052
2023-08-11 12:20:02,29.58,-1.7492578739132334,-0.011467897162457021
2023-08-11 12:20:03,29.52,-1.809076810036352,-0.01660397259929855
2023-08-11 12:20:04,29.47,-1.8588957461594724,-0.02193565072427398
2023-08-11 12:20:05,29.45,-1.8787146822825918,-0.027095771189268435
2023-08-11 12:20:06,29.48,-1.848533618405714,-0.03150741215230034
2023-08-11 12:20:07,29.49,-1.8383525545288357,-0.03615389743530013
2023-08-11 12:20:08,29.49,-1.8381714906519555,-0.04096963008688137
2023-08-11 12:20:09,29.48,-1.8479904267750733,-0.04603323046273544
2023-08-11 12:20:10,29.54,-1.787809362898198,-0.04922080154486822
2023-08-11 12:20:11,29.53,-1.7976282990213157,-0.05420320422983453
2023-08-11 12:20:12,29.55,-1.777447235144436,-0.05825349777129656
2023-08-11 12:20:13,29.58,-1.7472661712675581,-0.06184365822443989
2023-08-11 12:20:14,29.54,-1.7870851073906806,-0.0679362598531805
2023-08-11 12:20:15,29.52,-1.8069040435138,-0.07342437346928397
2023-08-11 12:20:16,29.53,-1.7967229796369182,-0.0777181757208476
2023-08-11 12:20:17,29.54,-1.78654191576004,-0.08195809663845127
2023-08-11 12:20:18,29.58,-1.7463608518831641,-0.08468927185441313
2023-08-11 12:20:19,29.59,-1.7361797880062824,-0.08874278881035447
2023-08-11 12:20:20,29.58,-1.7459987241294037,-0.09381702008508852
2023-08-11 12:20:21,29.57,-1.7558176602525215,-0.09894202940403164
2023-08-11 12:20:22,29.6,-1.7256365963756437,-0.10175901523133646
2023-08-11 12:20:23,29.58,-1.7454555324987666,-0.10749661376079377
2023-08-11 12:20:24,29.59,-1.7352744686218848,-0.11141110841548282
2023-08-11 12:20:25,29.61,-1.715093404745005,-0.11460334553836203
2023-08-11 12:20:26,29.64,-1.6849123408681272,-0.1169948196318084
2023-08-11 12:20:27,29.71,-1.6147312769912467,-0.11634547859698223
2023-08-11 12:20:28,29.75,-1.5745502131143674,-0.11756824886485413
2023-08-11 12:20:29,29.8,-1.5243691492374865,-0.11780723422599199
2023-08-11 12:20:30,29.82,-1.5041880853606102,-0.12017991684133358
2023-08-11 12:20:31,29.9,-1.4240070214837317,-0.11749563300139863
2023-08-11 12:20:32,29.9,-1.4238259576068515,-0.12120134421338072
2023-08-11 12:20:33,29.94,-1.3836448937299686,-0.12139582544395114
2023-08-11 12:20:34,29.97,-1.3534638298530943,-0.12228302802875343
2023-08-11 12:20:35,30.02,-1.3032827659762134,-0.12115255512706818
2023-08-11 12:20:36,30.04,-1.2831017020993336,-0.12262630947262318
2023-08-11 12:20:37,30.05,-1.2729206382224518,-0.12497566341046108
2023-08-11 12:20:38,30.08,-1.2427395743455776,-0.12525522699769182
2023-08-11 12:20:39,30.12,-1.2025585104686947,-0.12434246133748098
2023-08-11 12:20:40,30.14,-1.1823774465918149,-0.12533935587017778
2023-08-11 12:20:41,30.15,-1.1721963827149366,-0.12731627510878304
2023-08-11 12:20:42,30.15,-1.17201531883806,-0.13035143694153795
2023-08-11 12:20:43,30.12,-1.2018342549611774,-0.13679952718595512
2023-08-11 12:20:44,30.1,-1.2216531910842967,-0.14223774686524052
2023-08-11 12:20:45,30.07,-1.2514721272074176,-0.14896857299927158
2023-08-11 12:20:46,30.05,-1.2712910633305405,-0.15463727504905636
2023-08-11 12:20:47,30.03,-1.29110999945366,-0.16040808668088505
2023-08-11 12:20:48,30.02,-1.3009289355767812,-0.16501251403814599
2023-08-11 12:20:49,30.0,-1.3207478716999006,-0.17096131639290382
2023-08-11 12:20:50,29.96,-1.360566807823023,-0.1796528667047748
2023-08-11 12:20:51,29.98,-1.3403857439461433,-0.1804716956332355
2023-08-11 12:20:52,30.0,-1.3202046800692635,-0.18118440318435539
2023-08-11 12:20:53,30.0,-1.3200236161923833,-0.1845877563393716
2023-08-11 12:20:54,30.05,-1.269842552315506,-0.1808672587045069
2023-08-11 12:20:55,30.08,-1.2396614884386281,-0.1797855739786817
2023-08-11 12:20:56,30.11,-1.2094804245617468,-0.17854603511214417
2023-08-11 12:20:57,30.15,-1.1692993606848674,-0.175646559181222
2023-08-11 12:20:58,30.16,-1.1591182968079892,-0.1771217472573375
2023-08-11 12:20:59,30.17,-1.1489372329311074,-0.17854294753723188
2023-08-11 12:21:00,30.18,-1.1387561690542292,-0.1799101718260273
2023-08-11 12:21:01,30.26,-1.058575105177347,-0.16998302852111832
2023-08-11 12:21:02,30.33,-0.9883940413004737,-0.161271295694752
2023-08-11 12:21:03,30.39,-0.9282129774235912,-0.15385282271368345
2023-08-11 12:21:04,30.44,-0.8780319135467103,-0.14780539626810377
2023-08-11 12:21:05,30.52,-0.7978508496698318,-0.13636987789413774
2023-08-11 12:21:06,30.56,-0.757669785792956,-0.13145927056538131
2023-08-11 12:21:07,30.58,-0.7374887219160762,-0.1298619508107752
2023-08-11 12:21:08,30.62,-0.6973076580391933,-0.1245861982908645
2023-08-11 12:21:09,30.68,-0.6371265941623143,-0.11547730082092347
2023-08-11 12:21:10,30.76,-0.5569455302854358,-0.10238069722235993
2023-08-11 12:21:11,30.78,-0.536764466408556,-0.10005417078289673
2023-08-11 12:21:12,30.83,-0.48658340253167864,-0.09195362327113615
2023-08-11 12:21:13,30.9,-0.41640233865479814,-0.07976294802667246
2023-08-11 12:21:14,30.95,-0.36622127477792077,-0.07109297474605983
2023-08-11 12:21:15,31.0,-0.31604021090103984,-0.06216433346977273
2023-08-11 12:21:16,31.0,-0.3158591470241596,-0.06294062045711073
2023-08-11 12:21:17,31.04,-0.27567808314728026,-0.05564206063884187
2023-08-11 12:21:18,31.09,-0.2254970192704029,-0.04609266900329764
2023-08-11 12:21:19,31.15,-0.16531595539352395,-0.034215620675632115
2023-08-11 12:21:20,31.17,-0.1451348915166406,-0.03041097606958494
2023-08-11 12:21:21,31.21,-0.10495382763976124,-0.02226064052134551
2023-08-11 12:21:22,31.28,-0.034772763762884296,-0.00746436794652902
2023-08-11 12:21:23,31.34,0.025408300113994642,0.005519237420525031
2023-08-11 12:21:24,31.39,0.07558936399087557,0.01661309296467071
2023-08-11 12:21:25,31.45,0.1357704278677545,0.03018696810482603
2023-08-11 12:21:26,31.49,0.17595149174463032,0.039570482779422884
2023-08-11 12:21:27,31.57,0.2561325556215124,0.058257012807029634
2023-08-11 12:21:28,31.63,0.3163136194983913,0.072752617045525
2023-08-11 12:21:29,31.7,0.3864946833752718,0.08988041992748758
2023-08-11 12:21:30,31.76,0.44667574725215076,0.10501456894293719
2023-08-11 12:21:31,31.85,0.5368568111290308,0.1275842972224553
2023-08-11 12:21:32,31.89,0.5770378750059102,0.13860272595588785
2023-08-11 12:21:33,31.93,0.6172189388827896,0.14982477055186133
2023-08-11 12:21:34,31.96,0.6474000027596674,0.15879737251334192
2023-08-11 12:21:35,32.01,0.6975810666365447,0.17287886206392666
2023-08-11 12:21:36,32.06,0.7477621305134292,0.18721413833090814
2023-08-11 12:21:37,32.06,0.7479431943903094,0.18915773675656133
2023-08-11 12:21:38,32.11,0.7981242582671833,0.203872959332167
2023-08-11 12:21:39,32.08,0.7683053221440623,0.1982032656891086
2023-08-11 12:21:40,32.11,0.7984863860209437,0.20801154989702614
2023-08-11 12:21:41,32.2,0.8886674498978273,0.23375352400633073
2023-08-11 12:21:42,32.19,0.8788485137746989,0.233393474331007
2023-08-11 12:21:43,32.27,0.9590295776515845,0.2571106887603846
2023-08-11 12:21:44,32.31,0.9992106415284638,0.27040646488876374
2023-08-11 12:21:45,32.27,0.9593917054053449,0.2620517636323733
2023-08-11 12:21:46,32.24,0.9295727692822204,0.25625101613434886
2023-08-11 12:21:47,32.25,0.9397538331590987,0.2614255808552183
2023-08-11 12:21:48,32.36,1.0499348970359783,0.2947199434367516
