datetime,t,wind_z,wind_h,t_det,wind_z_det,wind_h_det,t_tap,wind_z_tap,wind_h_tap
2023-07-11 06:15:00.000,25.08,0.12,0.07,1.3522471307264787,0.048051475651285536,-0.10417445402598319,0.0019667630342370883,6.988801373955938e-05,-0.00015151554818242574
2023-07-11 06:15:00.500,25.13,0.13,0.1131370849898476,1.401897234153619,0.05804461436908179,-0.0610505689727215,0.006116911218043024,0.0002532666048061488,-0.00026638251443773667
2023-07-11 06:15:01.000,24.94,0.15,0.06403124237432849,1.211547337580761,0.07803775308687803,-0.11016961152482656,0.008810543210535315,0.0005675015530123209,-0.0008011689619702297
2023-07-11 06:15:01.500,24.58,0.13,0.1131370849898476,0.8511974410078977,0.0580308918046743,-0.06107696884589338,0.00866596574632309,0.0005908073689841165,-0.0006218192095138636
2023-07-11 06:15:02.000,24.32,0.15,0.14142135623730953,0.5908475444350394,0.07802403052247053,-0.032805897535017364,0.007733955400976629,0.0010213030043853739,-0.0004294159310883428
2023-07-11 06:15:02.500,24.27,0.1,0.10295630140987,0.5404976478621784,0.0280171692402668,-0.07128415229904284,0.008646972696053579,0.000448223407445936,-0.0011404159130555965
2023-07-11 06:15:03.000,23.91,0.13,0.25079872407968906,0.1801477512893186,0.058010307958063057,0.07654507043419029,0.003405982733775877,0.0010967780939372693,0.0014472075637281
2023-07-11 06:15:03.500,24.27,0.15,0.14142135623730953,0.5397978547164541,0.07800344667585929,-0.032845497344775154,0.011775628142542174,0.0017016362215333891,-0.0007165207484792525
2023-07-11 06:15:04.000,24.18,0.17,0.16401219466856726,0.44944795814359395,0.09799658539365556,-0.010267858850103367,0.011111692201755804,0.002422767472823816,-0.00025385205349396934
2023-07-11 06:15:04.500,23.86,0.08,0.2,0.12909806157073334,0.00798972411145181,0.025706746544743447,0.0035670908206337486,0.0002207629703389511,0.0007102995855431247
2023-07-11 06:15:05.000,23.87,0.06,0.1131370849898476,0.13874816499787457,-0.012017137170751951,-0.06116936840199487,0.004237162669626246,-0.0003669855022332594,-0.0018680215649808291
2023-07-11 06:15:05.500,24.35,0.16,0.1,0.6183982684250147,0.08797600154704431,-0.07431965332842841,0.02068288990157509,0.0029424370133063473,-0.0024856880845252616
2023-07-11 06:15:06.000,24.13,0.13,0.19104973174542803,0.3980483718521519,0.05796914026484057,0.01671687848041367,0.014470258159605533,0.0021073529858180026,0.0006077089226838709
2023-07-11 06:15:06.500,24.28,0.17,0.2024845673131659,0.5476984752792937,0.09796227898263683,0.028138514111565593,0.021502541230987864,0.0038459810241968013,0.0011047128797540173
